股票代码,所属概念数量,所属概念,market_code,code
688428.SH,3,创新药;沪股通;融资融券,17,688428
688262.SH,28,国家大基金持股;MCU芯片;汽车芯片;存储芯片;先进封装;数据安全;量子科技;电子身份证;星闪概念;信创;芯片概念;网络安全;东数西算(算力);鸿蒙概念;智能座舱;数字货币;车联网(车路协同);安防;汽车电子;无线充电;物联网;商业航天;无人驾驶;比亚迪概念;长安汽车概念;智能电网;沪股通;融资融券,17,688262
603636.SH,44,Web3.0;数据确权;智慧政务;虚拟数字人;数字水印;华为盘古;区块链;数据要素;电子身份证;华为鲲鹏;数字乡村;AI智能体;网络安全;数据安全;蚂蚁集团概念;数字经济;云计算;信创;鸿蒙概念;智谱AI;百度概念;阿里巴巴概念;智慧城市;华为昇腾;人脸识别;DeepSeek概念;算力租赁;人工智能;车联网(车路协同);智能医疗;东数西算(算力);物联网;华为概念;房屋检测;智慧灯杆;海峡两岸;水利;乡村振兴;AI应用;军工;PPP概念;无人驾驶;沪股通;融资融券,17,603636
600360.SH,13,充电桩;新能源汽车;第三代半导体;汽车电子;芯片概念;小米概念;ST板块;先进封装;军工;汽车芯片;华为概念;国企改革;股权转让(并购重组),22,600360
688618.SH,32,WiFi 6;5G;网络安全;华为概念;光纤概念;芯片概念;新型工业化;专精特新;人工智能;物联网;智慧灯杆;安防;工业互联网;智慧城市;星闪概念;DeepSeek概念;车联网(车路协同);换电概念;无人驾驶;数字经济;机器人概念;粤港澳大湾区;高铁;智能电网;水利;储能;充电桩;海工装备;智能物流;风电;一带一路;融资融券,17,688618
688212.SH,4,医疗器械概念;回购增持再贷款概念;沪股通;融资融券,17,688212
001300.SZ,5,足球概念;跨境电商;体育产业;人民币贬值受益;回购增持再贷款概念,33,001300
300474.SZ,16,MCU芯片;国家大基金持股;芯片概念;先进封装;军工信息化;华为欧拉;无人机;军工;军民融合;信创;鸿蒙概念;东数西算(算力);DeepSeek概念;人工智能;深股通;融资融券,33,300474
688007.SH,15,星闪概念;智能座舱;华为汽车;小米概念;AI眼镜;比亚迪概念;机器人概念;汽车电子;虚拟现实;新能源汽车;粤港澳大湾区;家用电器;海工装备;沪股通;融资融券,17,688007
300212.SZ,37,华为鲲鹏;财税数字化;数据安全;智慧政务;信创;AI智能体;数据确权;数据要素;网络安全;国资云;阿里巴巴概念;百度概念;DeepSeek概念;数字经济;智能医疗;数字孪生;人工智能;智慧城市;东数西算(算力);车联网(车路协同);独角兽概念;物联网;华为概念;养老概念;京津冀一体化;创投;数据中心;无人驾驶;乡村振兴;雄安新区;PPP概念;华为数字能源;国企改革;央企国企改革;一带一路;深股通;融资融券,33,300212
300784.SZ,8,物联网;专精特新;消费电子概念;IP经济(谷子经济);机器人概念;三胎概念;旅游概念;融资融券,33,300784
920237.BJ,8,锂电池概念;融资融券;智能穿戴;安防;固态电池;人民币贬值受益;专精特新;AI PC,151,920237
600303.SH,6,长安汽车概念;燃料电池;新能源汽车;氢能源;军工;摘帽,17,600303
003006.SZ,3,三胎概念;西部大开发;深股通,33,003006
002368.SZ,48,财税数字化;云计算;信创;华为鲲鹏;数据安全;智慧政务;国资云;国产操作系统;网络安全;鸿蒙概念;AI智能体;数据要素;数字货币;数字乡村;时空大数据;AIGC概念;阿里巴巴概念;DRG/DIP;DeepSeek概念;互联网金融;东数西算(算力);数字经济;人工智能;智慧城市;跨境支付(CIPS);数字孪生;安防;华为概念;物联网;智能医疗;军工信息化;工业互联网;无人驾驶;数据中心;芯片概念;体育产业;新型工业化;水利;汽车电子;回购增持再贷款概念;雄安新区;国企改革;电力物联网;央企国企改革;AI应用;雅下水电概念;深股通;融资融券,33,002368
002463.SZ,14,PCB概念;5G;汽车电子;芯片概念;毫米波雷达;数据中心;华为概念;无人驾驶;人民币贬值受益;海峡两岸;污水处理;同花顺出海50;深股通;融资融券,33,002463
600183.SH,16,PCB概念;共封装光学(CPO);先进封装;存储芯片;MiniLED;毫米波雷达;汽车电子;5G;芯片概念;2025年报预增;新能源汽车;2025三季报预增;商业航天;华为概念;沪股通;融资融券,17,600183
300522.SZ,8,光刻胶;染料;固态电池;PCB概念;石墨烯;储能;5G;股权转让(并购重组),33,300522
300666.SZ,13,中芯国际概念;光刻机;存储芯片;OLED;第三代半导体;芯片概念;光伏概念;碳纤维;海峡两岸;共同富裕示范区;深股通;中韩自贸区;融资融券,33,300666
920570.BJ,15,量子科技;高端装备;风电;融资融券;芯片概念;第三代半导体;硅能源;海工装备;核电;机器人概念;新型工业化;工业母机;军工;光伏概念;专精特新,151,920570
600386.SH,10,物业管理;京津冀一体化;文化传媒概念;国企改革;独角兽概念;汽车拆解概念;充电桩;新能源汽车;动力电池回收;融资融券,17,600386
688682.SH,9,军工信息化;商业航天;卫星导航;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,17,688682
002825.SZ,5,专精特新;创投;燃料电池;人民币贬值受益;氢能源,33,002825
920242.BJ,12,传感器;跨境电商;融资融券;特斯拉概念;汽车电子;汽车拆解概念;毫米波雷达;无人驾驶;机器人概念;人民币贬值受益;新能源汽车;一带一路,151,920242
603519.SH,3,家用电器;创投;第三代半导体,17,603519
600650.SH,13,网约车;旅游概念;预制菜;上海国企改革;无人驾驶;冷链物流;自由贸易港;数字经济;参股券商;上海自贸区;国企改革;航运概念;沪股通,17,600650
301275.SZ,15,云计算;人工智能;数字经济;电子纸;物联网;芯片概念;专精特新;消费电子概念;机器人概念;人民币贬值受益;海峡两岸;光伏概念;储能;深股通;融资融券,33,301275
001366.SZ,3,乡村振兴;合成生物;粤港澳大湾区,33,001366
600525.SH,20,虚拟电厂;特高压;智能电网;光伏概念;储能;充电桩;ST板块;锂电池概念;宁德时代概念;芯片概念;PCB概念;华为概念;MR(混合现实);消费电子概念;粤港澳大湾区;医疗器械概念;富士康概念;新能源汽车;比亚迪概念;新型工业化,22,600525
688390.SH,8,光伏建筑一体化;虚拟电厂;光伏概念;回购增持再贷款概念;储能;智能电网;沪股通;融资融券,17,688390
002123.SZ,34,云计算;智慧政务;ChatGPT概念;信创;数字货币;云办公;鸿蒙概念;区块链;算力租赁;AIGC概念;元宇宙;数据要素;百度概念;阿里巴巴概念;腾讯概念;语音技术;东数西算(算力);DeepSeek概念;智能医疗;人工智能;物联网;华为概念;数据中心;养老概念;无人机;5G;机器人概念;跨境电商;AI应用;比亚迪概念;三胎概念;一带一路;深股通;融资融券,33,002123
600630.SH,10,三胎概念;参股银行;跨境电商;物业管理;网红经济;上海国企改革;国企改革;一带一路;上海自贸区;融资融券,17,600630
688137.SH,7,CRO概念;细胞免疫治疗;重组蛋白;流感;合成生物;专精特新;融资融券,17,688137
001218.SZ,1,消毒剂,33,001218
601727.SH,33,特高压;智能电网;可控核聚变;核电;风电;虚拟电厂;充电桩;核污染防治;超超临界发电;高端装备;航空发动机;大飞机;工业母机;工业互联网;华为概念;机器人概念;储能;独角兽概念;光伏概念;燃料电池;人形机器人;氢能源;减速器;化债概念(AMC概念);固废处理;锂电池概念;回购增持再贷款概念;国企改革;上海国企改革;钒电池;固态电池;沪股通;融资融券,17,601727
300385.SZ,4,医疗废物处理;固废处理;国企改革;专精特新,33,300385
301227.SZ,6,黑龙江自贸区;建筑节能;装配式建筑;碳中和;智能家居;融资融券,33,301227
300753.SZ,11,脑机接口;血氧仪;人工智能;医美概念;养老概念;医疗器械概念;机器人概念;三胎概念;专精特新;医药电商;流感,33,300753
300985.SZ,8,氢能源;石墨烯;燃料电池;天然气;新能源汽车;回购增持再贷款概念;锂电池概念;融资融券,33,300985
301119.SZ,3,新能源汽车;比亚迪概念;融资融券,33,301119
000555.SZ,32,网络安全;量子科技;华为鲲鹏;数据安全;华为昇腾;数字货币;信创;财税数字化;鸿蒙概念;区块链;ERP概念;AI智能体;数据要素;智慧城市;阿里巴巴概念;跨境支付(CIPS);腾讯概念;数字经济;互联网金融;AIGC概念;虚拟数字人;数字乡村;DeepSeek概念;人工智能;物联网;华为概念;NFT概念;5G;碳中和;AI应用;深股通;融资融券,33,000555
002566.SZ,5,流感;毛发医疗;肝炎概念;农业种植;乡村振兴,33,002566
300030.SZ,12,细胞免疫治疗;医疗器械概念;智能医疗;家庭医生;横琴新区;PPP概念;人工智能;数据要素;DeepSeek概念;粤港澳大湾区;云计算;国企改革,33,300030
002821.SZ,9,减肥药;CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;京津冀一体化;深股通;融资融券,33,002821
688200.SH,8,第三代半导体;芯片概念;专精特新;华为概念;高端装备;京津冀一体化;沪股通;融资融券,17,688200
603878.SH,5,光热发电;核电;超超临界发电;海工装备;氢能源,17,603878
920112.BJ,5,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益,151,920112
603137.SH,5,新型城镇化;装配式建筑;建筑节能;光伏建筑一体化;融资融券,17,603137
688177.SH,3,创新药;沪股通;融资融券,17,688177
300291.SZ,17,短剧游戏;快手概念;网络游戏;虚拟数字人;文化传媒概念;抖音概念(字节概念);股权转让(并购重组);百度概念;腾讯概念;阿里巴巴概念;IP经济(谷子经济);网红经济;人工智能;旅游概念;华为概念;AI应用;深股通,33,300291
920599.BJ,5,西部大开发;融资融券;无人驾驶;工业互联网;回购增持再贷款概念,151,920599
603987.SH,4,医美概念;辅助生殖;医疗器械概念;专精特新,17,603987
688468.SH,2,医疗器械概念;融资融券,17,688468
603059.SH,4,跨境电商;三胎概念;人民币贬值受益;参股银行,17,603059
603315.SH,13,核电;抽水蓄能;特钢概念;军工;专精特新;超超临界发电;东数西算(算力);算力租赁;宁德时代概念;锂电池概念;中俄贸易概念;石墨电极;俄乌冲突概念,17,603315
002271.SZ,28,房屋检测;高股息精选;同花顺中特估100;装配式建筑;建筑节能;冰雪产业;回购增持再贷款概念;地下管网;同花顺漂亮100;海工装备;石墨烯;光伏建筑一体化;新型城镇化;一带一路;雄安新区;核电;乡村振兴;高铁;水利;光伏概念;绿色电力;数字经济;深股通;融资融券;抽水蓄能;储能;数据中心;充电桩,33,002271
603081.SH,15,体育产业;人形机器人;机器人概念;旅游概念;雄安新区;虚拟现实;IP经济(谷子经济);一带一路;人工智能;数字经济;DeepSeek概念;元宇宙;阿里巴巴概念;文化传媒概念;沪股通,17,603081
688568.SH,30,卫星导航;商业航天;时空大数据;多模态AI;AIGC概念;空间计算;AI智能体;数据要素;同花顺新质50;军工;云计算;数字孪生;人工智能;低空经济;DeepSeek概念;无人机;数字经济;AI应用;智慧城市;华为概念;东数西算(算力);海工装备;水利;数据中心;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券,17,688568
300456.SZ,29,太赫兹;共封装光学(CPO);光刻机;6G概念;5G;华为海思概念股;先进封装;国家大基金持股;卫星导航;第三代半导体;芯片概念;时空大数据;数据中心;汽车电子;消费电子概念;华为概念;无人驾驶;东数西算(算力);传感器;独角兽概念;百度概念;物联网;无人机;新型工业化;人民币贬值受益;京津冀一体化;创投;融资融券;深股通,33,300456
920396.BJ,4,专精特新;融资融券;核电;可控核聚变,151,920396
300807.SZ,26,卫星导航;EDR概念;人脸识别;车联网(车路协同);ERP概念;物联网;人工智能;无人驾驶;智能座舱;智能穿戴;网约车;华为概念;数据要素;东数西算(算力);移动支付;AI智能体;百度概念;比亚迪概念;新能源汽车;智能物流;数据中心;充电桩;冷链物流;高压快充;雄安新区;乡村振兴,33,300807
301248.SZ,50,智谱AI;华为昇腾;多模态AI;华为鲲鹏;财税数字化;语音技术;信创;云办公;云计算;AI智能体;AIGC概念;算力租赁;网络安全;智慧政务;阿里巴巴概念;人脸识别;卫星导航;腾讯概念;数据确权;东数西算(算力);数据要素;在线教育;区块链;华为概念;芯片概念;时空大数据;智慧灯杆;5G;安防;人工智能;智慧城市;数字乡村;DeepSeek概念;数据中心;华为数字能源;数字孪生;无人机;数字经济;低空经济;物联网;液冷服务器;智能医疗;新型工业化;机器人概念;粤港澳大湾区;智能电网;智能物流;新型城镇化;AI应用;融资融券,33,301248
920855.BJ,3,融资融券;人民币贬值受益;专精特新,151,920855
301587.SZ,8,特斯拉概念;新能源汽车;低空经济;储能;锂电池概念;固态电池;商业航天;融资融券,33,301587
600189.SH,9,三胎概念;碳中和;乡村振兴;土地流转;碳交易;国企改革;2025年报预增;白酒概念;沪股通,17,600189
603901.SH,6,新型工业化;人形机器人;机器人概念;机器视觉;2025年报预增;沪股通,17,603901
605388.SH,5,乳业;白酒概念;三胎概念;跨境电商;幽门螺杆菌概念,17,605388
000548.SZ,3,物业管理;乡村振兴;国企改革,33,000548
002850.SZ,13,PEEK材料;减速器;人形机器人;特斯拉概念;比亚迪概念;宁德时代概念;新能源汽车;固态电池;机器人概念;锂电池概念;储能;深股通;融资融券,33,002850
688003.SH,25,英伟达概念;先进封装;PCB概念;第三代半导体;苹果概念;芯片概念;消费电子概念;小米概念;专精特新;新能源汽车;人形机器人;无人驾驶;机器视觉;低空经济;高端装备;机器人概念;新型工业化;光伏概念;车联网(车路协同);智能物流;人工智能;百度概念;DeepSeek概念;沪股通;融资融券,17,688003
603869.SH,11,ST板块;物联网;华为概念;西部大开发;智慧城市;人工智能;ETC;数字经济;DeepSeek概念;算力租赁;多模态AI,22,603869
605162.SH,4,碳交易;碳中和;虚拟电厂;储能,17,605162
002237.SZ,11,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券,33,002237
301173.SZ,6,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;深股通;融资融券,33,301173
002093.SZ,21,数据要素;福建自贸区;数字经济;数据确权;互联网金融;鸿蒙概念;人工智能;职业教育;AI智能体;华为概念;DeepSeek概念;海峡两岸;物联网;智能医疗;数据中心;5G;养老概念;6G概念;医疗器械概念;深股通;融资融券,33,002093
600373.SH,14,短剧游戏;文化传媒概念;手机游戏;Sora概念(文生视频);网络游戏;在线教育;IP经济(谷子经济);AIGC概念;数字经济;虚拟现实;AI应用;国企改革;沪股通;融资融券,17,600373
000007.SZ,2,粤港澳大湾区;物业管理,33,000007
301336.SZ,8,人工智能;华为概念;小米概念;智能家居;小米汽车;露营经济;西部大开发;融资融券,33,301336
002422.SZ,12,创新药;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;医药电商;流感;毛发医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,33,002422
600724.SH,5,物业管理;水泥概念;国企改革;共同富裕示范区;沪股通,17,600724
603982.SH,13,家用电器;长安汽车概念;一体化压铸;华为汽车;小米汽车;减速器;新能源汽车;比亚迪概念;特斯拉概念;小米概念;华为概念;宁德时代概念;融资融券,17,603982
000716.SZ,16,粮食概念;农业种植;网红经济;乡村振兴;跨境电商;养老概念;PPP概念;国企改革;西部大开发;一带一路;新能源汽车;储能;锂电池概念;股权转让(并购重组);深股通;融资融券,33,000716
603359.SH,15,新型城镇化;PPP概念;土壤修复;水利;地下管网;雄安新区;生态农业;污水处理;乡村振兴;碳中和;农业种植;一带一路;新疆振兴;碳交易;股权转让(并购重组),17,603359
688708.SH,7,军民融合;军工;商业航天;专精特新;西部大开发;沪股通;融资融券,17,688708
300624.SZ,30,Sora概念(文生视频);多模态AI;ChatGPT概念;AIGC概念;Web3.0;虚拟数字人;云办公;AI智能体;阿里巴巴概念;数据安全;百度概念;鸿蒙概念;信创;元宇宙;AI应用;DeepSeek概念;人工智能;虚拟现实;同花顺新质50;网红经济;华为概念;物联网;创投;机器人概念;智能家居;人民币贬值受益;回购增持再贷款概念;西部大开发;融资融券;深股通,33,300624
000633.SZ,3,核电;西部大开发;新疆振兴,33,000633
002185.SZ,19,国家大基金持股;存储芯片;汽车芯片;先进封装;第三代半导体;芯片概念;华为海思概念股;共封装光学(CPO);汽车电子;智能座舱;传感器;毫米波雷达;5G;无人驾驶;机器人概念;华为概念;西部大开发;深股通;融资融券,33,002185
920471.BJ,7,融资融券;环氧丙烷;合成生物;基因测序;可降解塑料;京津冀一体化;NMN概念,151,920471
688095.SH,11,AIGC概念;信创;智慧政务;鸿蒙概念;DeepSeek概念;人工智能;AI应用;福建自贸区;人民币贬值受益;沪股通;融资融券,17,688095
002891.SZ,4,宠物经济;人民币贬值受益;融资融券;深股通,33,002891
603033.SH,4,可降解塑料;高铁;沪股通;融资融券,17,603033
301211.SZ,7,流感;肝炎概念;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,33,301211
600801.SH,5,水泥概念;雅下水电概念;一带一路;沪股通;融资融券,17,600801
600619.SH,16,小米概念;芯片概念;比亚迪概念;光刻机;新能源汽车;家用电器;上海自贸区;汽车热管理;上海国企改革;空气能热泵;一带一路;2025年报预增;冷链物流;国企改革;沪股通;融资融券,17,600619
603725.SH,7,长安汽车概念;新能源汽车;机器人概念;比亚迪概念;专精特新;装配式建筑;创投,17,603725
002596.SZ,14,海南自贸区;自由贸易港;特色小镇;旅游概念;装配式建筑;垃圾分类;水泥概念;新型城镇化;固废处理;PPP概念;雄安新区;水利;一带一路;融资融券,33,002596
688509.SH,21,时空大数据;数字乡村;卫星导航;智慧城市;空间计算;华为欧拉;数据要素;信创;数字经济;低空经济;人工智能;DeepSeek概念;无人机;物联网;华为概念;地下管网;PPP概念;央企国企改革;国企改革;碳交易;融资融券,17,688509
603810.SH,6,合成生物;钒电池;创投;固态电池;钠离子电池;锂电池概念,17,603810
688321.SH,12,减肥药;智能医疗;创新药;猴痘概念;DeepSeek概念;肝炎概念;粤港澳大湾区;AI应用;医药电商;中俄贸易概念;沪股通;融资融券,17,688321
002543.SZ,17,氢能源;创投;净水概念;一带一路;智能家居;家用电器;粤港澳大湾区;独角兽概念;空气能热泵;DeepSeek概念;人工智能;华为概念;百度概念;AIGC概念;短剧游戏;深股通;融资融券,33,002543
920729.BJ,3,融资融券;禽流感;动物疫苗,151,920729
688026.SH,6,医疗器械概念;细胞免疫治疗;辅助生殖;人民币贬值受益;专精特新;融资融券,17,688026
000062.SZ,24,华为海思概念股;汽车电子;比亚迪概念;粤港澳大湾区;芯片概念;新能源汽车;华为概念;机器人概念;智慧城市;第三代半导体;存储芯片;人民币贬值受益;6G概念;互联网金融;腾讯概念;创投;华为昇腾;AI智能体;共封装光学(CPO);雄安新区;2025年报预增;证金持股;深股通;融资融券,33,000062
000032.SZ,46,智谱AI;华为鲲鹏;云计算;信创;数据安全;AI语料;算力租赁;智慧政务;阿里巴巴概念;国产操作系统;AI智能体;数据确权;数据要素;抖音概念(字节概念);东数西算(算力);元宇宙;国资云;数字乡村;DeepSeek概念;人工智能;智能医疗;数字孪生;数字经济;智慧城市;安防;数据中心;工业互联网;低空经济;商业航天;芯片概念;AI应用;粤港澳大湾区;专精特新;高铁;柔性屏(折叠屏);可控核聚变;体育产业;中芯国际概念;碳中和;乡村振兴;国企改革;央企国企改革;绿色电力;生物质能发电;融资融券;深股通,33,000032
688037.SH,10,中芯国际概念;存储芯片;光刻胶;先进封装;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,17,688037
002141.SZ,10,动物疫苗;PCB概念;横琴新区;粤港澳大湾区;盐湖提锂;独角兽概念;创投;广东自贸区;锂电池概念;摘帽,33,002141
300955.SZ,3,三胎概念;海峡两岸;融资融券,33,300955
603326.SH,2,智能家居;工业互联网,17,603326
688029.SH,3,医疗器械概念;沪股通;融资融券,17,688029
002045.SZ,29,人工智能;元宇宙;智慧政务;百度概念;虚拟现实;NFT概念;智能音箱;创投;ChatGPT概念;华为概念;智能家居;粤港澳大湾区;家用电器;智能穿戴;人民币贬值受益;AI眼镜;无线耳机;无人机;新型烟草(电子烟);消费电子概念;新能源汽车;储能;锂电池概念;苹果概念;固态电池;宁德时代概念;PCB概念;深股通;融资融券,33,002045
002358.SZ,17,柔性直流输电;特高压;智能电网;风电;高压快充;充电桩;核电;光伏概念;垃圾分类;新能源汽车;智慧灯杆;数据中心;机器人概念;一带一路;智能物流;商业航天;国企改革,33,002358
002697.SZ,10,无人零售;养老概念;乡村振兴;参股银行;腾讯概念;国企改革;西部大开发;机器人概念;深股通;融资融券,33,002697
688265.SH,3,辅助生殖;2025年报预增;融资融券,17,688265
002036.SZ,36,OLED;智能座舱;MR(混合现实);无人驾驶;毫米波雷达;AI眼镜;智能穿戴;机器视觉;无线充电;虚拟现实;低空经济;消费电子概念;汽车电子;芯片概念;安防;无人机;军民融合;比亚迪概念;华为汽车;特斯拉概念;传感器;无线耳机;华为概念;苹果概念;机器人概念;新能源汽车;元宇宙;智能家居;创投;英伟达概念;百度概念;一带一路;人形机器人;深股通;股权转让(并购重组);融资融券,33,002036
000661.SZ,13,生物疫苗;流感;辅助生殖;阿尔茨海默概念;医美概念;创新药;智能医疗;AI智能体;国企改革;回购增持再贷款概念;证金持股;深股通;融资融券,33,000661
300388.SZ,7,PPP概念;污水处理;新型城镇化;地下管网;国企改革;央企国企改革;深股通,33,300388
605028.SH,3,生物质能发电;固废处理;绿色电力,17,605028
920436.BJ,6,融资融券;百度概念;无人驾驶;新能源汽车;专精特新;充电桩,151,920436
300530.SZ,8,钠离子电池;锂电池概念;储能;国企改革;充电桩;高压快充;新能源汽车;深股通,33,300530
600866.SH,6,代糖概念;玉米;合成生物;国企改革;沪股通;融资融券,17,600866
688456.SH,19,商业航天;卫星导航;航空发动机;军民融合;军工;3D打印;芯片概念;PCB概念;BC电池;机器人概念;先进封装;华为概念;光伏概念;华为昇腾;数据中心;央企国企改革;国企改革;金属镍;融资融券,17,688456
920260.BJ,6,中俄贸易概念;页岩气;西部大开发;融资融券;天然气;专精特新,151,920260
601155.SH,5,物业管理;装配式建筑;养老概念;沪股通;融资融券,17,601155
002253.SZ,27,西部大开发;ST板块;职业教育;智慧政务;智慧城市;数据要素;军工信息化;成飞概念;人脸识别;云计算;军民融合;华为鲲鹏;网络安全;数字孪生;安防;信创;华为昇腾;卫星导航;车联网(车路协同);语音技术;军工;人工智能;低空经济;元宇宙;华为概念;虚拟现实;虚拟电厂,33,002253
001229.SZ,16,智慧城市;安防;车联网(车路协同);粤港澳大湾区;数字经济;智慧政务;人工智能;在线教育;信创;商业航天;专精特新;军工信息化;智能电网;芯片概念;AI应用;光纤概念,33,001229
688733.SH,14,PCB概念;先进封装;存储芯片;宁德时代概念;固态电池;芯片概念;锂电池概念;光伏概念;钠离子电池;新能源汽车;专精特新;燃料电池;华为概念;融资融券,17,688733
300867.SZ,16,医疗废物处理;生物质能发电;PPP概念;海峡两岸;污水处理;医美概念;垃圾分类;固废处理;燃料电池;氢能源;绿色电力;DeepSeek概念;短剧游戏;AI应用;深股通;融资融券,33,300867
600392.SH,10,稀土永磁;小金属概念;2025三季报预增;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,17,600392
600271.SH,35,电子身份证;ETC;数字货币;移动支付;财税数字化;互联网金融;智慧城市;ERP概念;人脸识别;智慧政务;信创;数据要素;网络安全;数字经济;区块链;职业教育;ChatGPT概念;AI智能体;物联网;智能物流;人工智能;蚂蚁集团概念;腾讯概念;DeepSeek概念;海峡两岸;央企国企改革;食品安全;国企改革;数据中心;MCU芯片;芯片概念;液冷服务器;沪股通;融资融券;AI应用,17,600271
000831.SZ,8,稀土永磁;小金属概念;央企国企改革;国企改革;同花顺中特估100;深股通;中字头股票;融资融券,33,000831
600586.SH,8,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通,17,600586
600745.SH,26,AI手机;无线耳机;汽车芯片;AI PC;智能穿戴;智能座舱;小米概念;芯片概念;英伟达概念;消费电子概念;车联网(车路协同);虚拟现实;华为概念;先进封装;人民币贬值受益;第三代半导体;汽车电子;数据中心;苹果概念;5G;液冷服务器;同花顺果指数;同花顺漂亮100;股权转让(并购重组);沪股通;融资融券,17,600745
600148.SH,10,传感器;中俄贸易概念;新能源汽车;专精特新;无人机;换电概念;军工;一带一路;国企改革;央企国企改革,17,600148
688297.SH,11,军民融合;军工;无人机;央企国企改革;低空经济;西部大开发;国企改革;人工智能;沪股通;中字头股票;融资融券,17,688297
688161.SH,4,医疗器械概念;3D打印;沪股通;融资融券,17,688161
001336.SZ,10,新型城镇化;污水处理;固废处理;共同富裕示范区;垃圾分类;创投;碳中和;储能;专精特新;氢能源,33,001336
605303.SH,8,存储芯片;新型城镇化;芯片概念;PPP概念;雄安新区;旅游概念;乡村振兴;共同富裕示范区,17,605303
605111.SH,19,汽车芯片;先进封装;第三代半导体;汽车电子;芯片概念;数据中心;无人机;比亚迪概念;东数西算(算力);专精特新;无人驾驶;新能源汽车;机器人概念;低空经济;光伏概念;宁德时代概念;充电桩;融资融券;沪股通,17,605111
605186.SH,9,AI应用;智能医疗;医药电商;AI语料;数据要素;AI智能体;DeepSeek概念;中俄贸易概念;机器人概念,17,605186
000737.SZ,7,黄金概念;金属铜;小金属概念;国企改革;PCB概念;融资融券;深股通,33,000737
002900.SZ,9,流感;仿制药一致性评价;创新药;维生素;医美概念;宠物经济;医疗器械概念;黑龙江自贸区;消毒剂,33,002900
600835.SH,9,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券,17,600835
001323.SZ,8,跨境电商;DeepSeek概念;鸿蒙概念;智能家居;人工智能;物联网;华为概念;深股通,33,001323
600730.SH,14,信创;人工智能;职业教育;DeepSeek概念;化债概念(AMC概念);物业管理;创投;参股券商;在线教育;国企改革;融资融券;AI应用;沪股通;股权转让(并购重组),17,600730
600178.SH,14,兵装重组概念;华为汽车;飞行汽车(eVTOL);低空经济;无人机;长安汽车概念;减速器;新能源汽车;黑龙江自贸区;华为概念;央企国企改革;国企改革;2025年报预增;沪股通,17,600178
603385.SH,3,装配式建筑;雄安新区;智能家居,17,603385
002950.SZ,7,医药电商;医美概念;医疗器械概念;三胎概念;人民币贬值受益;回购增持再贷款概念;深股通,33,002950
600329.SH,6,医药电商;高股息精选;养老概念;京津冀一体化;沪股通;融资融券,17,600329
301555.SZ,13,MicroLED概念;MiniLED;比亚迪概念;新能源汽车;机器人概念;碳纤维;低空经济;PCB概念;无人机;风电;海峡两岸;2025年报预增;融资融券,33,301555
688777.SH,33,AI应用;AIGC概念;AI智能体;华为鲲鹏;数据要素;数据安全;网络安全;信创;DeepSeek概念;人工智能;鸿蒙概念;国产操作系统;数字孪生;智慧城市;华为概念;工业互联网;新型工业化;共同富裕示范区;航空发动机;创投;核电;机器人概念;大飞机;海工装备;智能物流;传感器;人形机器人;一带一路;碳中和;宁德时代概念;碳交易;沪股通;融资融券,17,688777
002055.SZ,22,粤港澳大湾区;高压快充;比亚迪概念;数据中心;特斯拉概念;新能源汽车;5G;汽车电子;小米概念;宁德时代概念;EDR概念;消费电子概念;ST板块;华为概念;铜缆高速连接;无线充电;无人驾驶;MiniLED;车联网(车路协同);数据要素;OLED;存储芯片,33,002055
301262.SZ,24,短剧游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;在线教育;抖音概念(字节概念);腾讯概念;智慧政务;旅游概念;虚拟现实;数字乡村;人工智能;数字经济;DeepSeek概念;人脸识别;AI应用;语音技术;东数西算(算力);数字孪生;养老概念;宠物经济;国企改革;深股通;融资融券,33,301262
002545.SZ,9,化肥;2025年报预增;2025三季报预增;一带一路;风电;深股通;特高压;智能电网;融资融券,33,002545
601116.SH,6,阿里巴巴概念;预制菜;共同富裕示范区;冷链物流;沪股通;融资融券,17,601116
300656.SZ,15,汽车芯片;电子身份证;芯片概念;第三代半导体;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;比亚迪概念;粤港澳大湾区;光伏概念;储能;特高压,33,300656
301239.SZ,6,眼科医疗;民营医院;智能医疗;西部大开发;深股通;融资融券,33,301239
688136.SH,11,重组蛋白;肝炎概念;创新药;减肥药;动物疫苗;合成生物;智能医疗;2025年报预增;回购增持再贷款概念;沪股通;融资融券,17,688136
