股票代码,code,所属同花顺行业,market_code
920030.BJ,920030,汽车-汽车服务及其他-汽车服务,151
002651.SZ,002651,国防军工-军工装备-航空装备,33
920178.BJ,920178,机械设备-自动化设备-其他自动化设备,151
300916.SZ,300916,电子-消费电子-消费电子零部件及组装,33
000933.SZ,000933,有色金属-工业金属-铝,33
688648.SH,688648,机械设备-通用设备-其他通用设备,17
688015.SH,688015,机械设备-轨交设备-轨交设备Ⅲ,17
920083.BJ,920083,基础化工-非金属材料-非金属材料Ⅲ,151
603201.SH,603201,机械设备-通用设备-其他通用设备,17
002389.SZ,002389,国防军工-军工装备-航空装备,33
000630.SZ,000630,有色金属-工业金属-铜,33
301560.SZ,301560,汽车-汽车零部件-底盘与发动机系统,33
600148.SH,600148,汽车-汽车零部件-底盘与发动机系统,17
002901.SZ,002901,医药生物-医疗器械-医疗耗材,33
301552.SZ,301552,汽车-汽车零部件-车身附件及饰件,33
300831.SZ,300831,电子-半导体-分立器件,33
300840.SZ,300840,纺织服饰-服装家纺-服装,33
301291.SZ,301291,电力设备-电网设备-输变电设备,33
002703.SZ,002703,汽车-汽车零部件-底盘与发动机系统,33
002024.SZ,002024,商贸零售-互联网电商-互联网电商Ⅲ,33
600379.SH,600379,电力设备-电网设备-输变电设备,17
688051.SH,688051,计算机-IT服务-IT服务Ⅲ,17
603901.SH,603901,机械设备-专用设备-印刷包装机械,17
301622.SZ,301622,有色金属-金属新材料-磁性材料,33
688021.SH,688021,汽车-汽车零部件-其他汽车零部件,17
920057.BJ,920057,建筑装饰-建筑装饰-专业工程,151
300275.SZ,300275,机械设备-专用设备-能源及重型设备,33
300643.SZ,300643,汽车-汽车零部件-其他汽车零部件,33
603095.SH,603095,机械设备-专用设备-纺织服装设备,17
301158.SZ,301158,机械设备-专用设备-能源及重型设备,33
920570.BJ,920570,机械设备-通用设备-其他通用设备,151
002855.SZ,002855,电子-消费电子-消费电子零部件及组装,33
688123.SH,688123,电子-半导体-数字芯片设计,17
601777.SH,601777,汽车-汽车整车-乘用车,17
603579.SH,603579,家用电器-小家电-小家电Ⅲ,17
301088.SZ,301088,纺织服饰-服装家纺-服装,33
301263.SZ,301263,医药生物-化学制药-化学制剂,33
002829.SZ,002829,国防军工-军工装备-航天装备,33
300920.SZ,300920,基础化工-塑料制品-其他塑料制品,33
920190.BJ,920190,计算机-计算机设备-其他计算机设备,151
000551.SZ,000551,环保-环保设备-环保设备Ⅲ,33
600765.SH,600765,国防军工-军工装备-航空装备,17
300723.SZ,300723,医药生物-化学制药-化学制剂,33
920765.BJ,920765,轻工制造-家居用品-成品家居,151
605151.SH,605151,汽车-汽车零部件-车身附件及饰件,17
002906.SZ,002906,汽车-汽车零部件-汽车电子电气系统,33
001221.SZ,001221,轻工制造-家居用品-其他家居用品,33
600753.SH,600753,交通运输-物流-物流Ⅲ,22
002364.SZ,002364,电力设备-其他电源设备-其他电源设备Ⅲ,33
603219.SH,603219,家用电器-小家电-小家电Ⅲ,17
300076.SZ,300076,电子-光学光电子-面板,33
002532.SZ,002532,有色金属-工业金属-铝,33
300351.SZ,300351,机械设备-轨交设备-轨交设备Ⅲ,33
300504.SZ,300504,通信-通信设备-通信终端及配件,33
000488.SZ,000488,轻工制造-造纸-造纸Ⅲ,33
601919.SH,601919,交通运输-港口航运-航运,17
001260.SZ,001260,汽车-汽车零部件-车身附件及饰件,33
300959.SZ,300959,通信-通信服务-通信应用增值服务,33
000977.SZ,000977,计算机-计算机设备-其他计算机设备,33
002792.SZ,002792,通信-通信设备-通信网络设备及器件,33
300420.SZ,300420,机械设备-通用设备-其他通用设备,33
600855.SH,600855,国防军工-军工电子-军工电子Ⅲ,17
000820.SZ,000820,环保-环保设备-环保设备Ⅲ,33
605599.SH,605599,纺织服饰-服装家纺-饰品,17
688766.SH,688766,电子-半导体-数字芯片设计,17
301488.SZ,301488,汽车-汽车零部件-汽车电子电气系统,33
301526.SZ,301526,建筑材料-建筑材料-玻璃玻纤,33
301112.SZ,301112,机械设备-自动化设备-机器人,33
688193.SH,688193,医药生物-医疗器械-体外诊断,17
600372.SH,600372,国防军工-军工装备-航空装备,17
300687.SZ,300687,计算机-IT服务-IT服务Ⅲ,33
688320.SH,688320,机械设备-自动化设备-工控设备,17
600335.SH,600335,汽车-汽车服务及其他-汽车服务,17
002162.SZ,002162,轻工制造-家居用品-瓷砖地板,33
002681.SZ,002681,电子-消费电子-消费电子零部件及组装,33
603081.SH,603081,机械设备-专用设备-其他专用设备,17
002203.SZ,002203,有色金属-工业金属-铜,33
688219.SH,688219,基础化工-塑料制品-改性塑料,17
300422.SZ,300422,环保-环境治理-水务及水治理,33
601226.SH,601226,建筑装饰-建筑装饰-专业工程,17
301696.SZ,301696,国防军工-军工装备-航空装备,33
605050.SH,605050,交通运输-物流-物流Ⅲ,17
600182.SH,600182,汽车-汽车零部件-轮胎轮毂,17
603350.SH,603350,电力设备-电机-电机Ⅲ,17
600151.SH,600151,汽车-汽车零部件-底盘与发动机系统,17
002633.SZ,002633,机械设备-通用设备-金属制品,33
300065.SZ,300065,国防军工-军工装备-航海装备,33
301298.SZ,301298,汽车-汽车零部件-其他汽车零部件,33
301397.SZ,301397,汽车-汽车零部件-底盘与发动机系统,33
600976.SH,600976,医药生物-中药-中药Ⅲ,17
603017.SH,603017,建筑装饰-建筑装饰-工程咨询服务,17
301290.SZ,301290,医药生物-医疗器械-医疗耗材,33
688282.SH,688282,国防军工-军工装备-航天装备,17
688092.SH,688092,机械设备-专用设备-其他专用设备,17
603070.SH,603070,电力设备-电网设备-输变电设备,17
688184.SH,688184,电力设备-电池-电池化学品,22
301259.SZ,301259,环保-环境治理-综合环境治理,33
603779.SH,603779,食品饮料-饮料制造-其他酒类,17
301020.SZ,301020,汽车-汽车零部件-底盘与发动机系统,33
002531.SZ,002531,电力设备-风电设备-风电零部件,33
002209.SZ,002209,机械设备-专用设备-印刷包装机械,33
002980.SZ,002980,电力设备-电网设备-电气自控设备,33
300851.SZ,300851,机械设备-轨交设备-轨交设备Ⅲ,33
920519.BJ,920519,基础化工-化学制品-其他化学制品,151
002406.SZ,002406,汽车-汽车零部件-底盘与发动机系统,33
688489.SH,688489,计算机-计算机设备-安防设备,17
002780.SZ,002780,纺织服饰-服装家纺-服装,33
002043.SZ,002043,建筑材料-建筑材料-其他建材,33
603933.SH,603933,机械设备-自动化设备-工控设备,17
000981.SZ,000981,汽车-汽车零部件-底盘与发动机系统,33
600996.SH,600996,传媒-文化传媒-电视广播,17
920242.BJ,920242,汽车-汽车零部件-底盘与发动机系统,151
603197.SH,603197,汽车-汽车零部件-其他汽车零部件,17
603198.SH,603198,食品饮料-白酒-白酒Ⅲ,17
300509.SZ,300509,机械设备-专用设备-印刷包装机械,33
600967.SH,600967,国防军工-军工装备-地面兵装,17
300237.SZ,300237,汽车-汽车零部件-其他汽车零部件,33
002544.SZ,002544,通信-通信服务-通信工程及服务,33
688038.SH,688038,计算机-软件开发-垂直应用软件,17
300990.SZ,300990,机械设备-通用设备-制冷空调设备,33
301325.SZ,301325,电力设备-电池-锂电专用设备,33
600119.SH,600119,交通运输-物流-物流Ⅲ,22
605266.SH,605266,医药生物-医药商业-药店,17
688236.SH,688236,医药生物-医疗器械-医疗耗材,17
920223.BJ,920223,机械设备-通用设备-金属制品,151
001234.SZ,001234,纺织服饰-服装家纺-服装,33
688073.SH,688073,医药生物-医疗服务-医疗研发外包,17
002130.SZ,002130,电子-其他电子-其他电子Ⅲ,33
688280.SH,688280,汽车-汽车零部件-底盘与发动机系统,17
300515.SZ,300515,机械设备-通用设备-仪器仪表,33
603291.SH,603291,环保-环境治理-水务及水治理,17
300030.SZ,300030,医药生物-医疗器械-医疗设备,33
002686.SZ,002686,机械设备-通用设备-制冷空调设备,33
300748.SZ,300748,有色金属-金属新材料-磁性材料,33
002200.SZ,002200,建筑装饰-建筑装饰-装饰园林,33
601881.SH,601881,非银金融-证券-证券Ⅲ,17
300822.SZ,300822,电子-消费电子-消费电子零部件及组装,33
300337.SZ,300337,有色金属-工业金属-铝,33
605086.SH,605086,基础化工-非金属材料-非金属材料Ⅲ,17
601608.SH,601608,机械设备-专用设备-能源及重型设备,17
688569.SH,688569,机械设备-轨交设备-轨交设备Ⅲ,17
002877.SZ,002877,机械设备-通用设备-金属制品,33
002755.SZ,002755,医药生物-化学制药-化学制剂,33
688302.SH,688302,医药生物-化学制药-化学制剂,17
002394.SZ,002394,纺织服饰-纺织制造-棉纺,33
002111.SZ,002111,国防军工-军工装备-航空装备,33
300741.SZ,300741,基础化工-化学制品-食品及饲料添加剂,33
603321.SH,603321,机械设备-专用设备-楼宇设备,17
301091.SZ,301091,建筑装饰-建筑装饰-工程咨询服务,33
300614.SZ,300614,环保-环境治理-固废治理,33
300591.SZ,300591,纺织服饰-服装家纺-鞋帽及其他,33
002478.SZ,002478,钢铁-钢铁-特钢,33
002563.SZ,002563,纺织服饰-服装家纺-服装,33
301332.SZ,301332,家用电器-小家电-小家电Ⅲ,33
920876.BJ,920876,电子-消费电子-消费电子零部件及组装,151
920055.BJ,920055,汽车-汽车零部件-底盘与发动机系统,151
300472.SZ,300472,机械设备-专用设备-其他专用设备,33
301213.SZ,301213,国防军工-军工电子-军工电子Ⅲ,33
603117.SH,603117,交通运输-物流-物流Ⅲ,17
002691.SZ,002691,机械设备-专用设备-能源及重型设备,33
603089.SH,603089,汽车-汽车零部件-底盘与发动机系统,17
603839.SH,603839,纺织服饰-服装家纺-服装,17
600833.SH,600833,医药生物-医药商业-药店,17
301155.SZ,301155,电力设备-风电设备-风电零部件,33
300998.SZ,300998,汽车-汽车零部件-其他汽车零部件,33
002463.SZ,002463,电子-元件-印制电路板,33
002882.SZ,002882,电力设备-电网设备-线缆部件及其他,33
002529.SZ,002529,机械设备-专用设备-其他专用设备,33
600439.SH,600439,纺织服饰-服装家纺-饰品,17
600667.SH,600667,建筑装饰-建筑装饰-工程咨询服务,17
002008.SZ,002008,机械设备-自动化设备-激光设备,33
000421.SZ,000421,综合-综合-综合Ⅲ,33
002763.SZ,002763,纺织服饰-服装家纺-服装,33
002590.SZ,002590,汽车-汽车零部件-底盘与发动机系统,33
600433.SH,600433,轻工制造-造纸-造纸Ⅲ,17
300659.SZ,300659,计算机-计算机设备-其他计算机设备,33
002689.SZ,002689,机械设备-专用设备-楼宇设备,33
001230.SZ,001230,环保-环境治理-固废治理,33
688553.SH,688553,医药生物-化学制药-化学制剂,17
688586.SH,688586,国防军工-军工装备-航空装备,17
605018.SH,605018,汽车-汽车零部件-其他汽车零部件,17
003009.SZ,003009,国防军工-军工装备-航天装备,33
603369.SH,603369,食品饮料-白酒-白酒Ⅲ,17
600817.SH,600817,环保-环保设备-环保设备Ⅲ,17
001255.SZ,001255,基础化工-塑料制品-合成树脂,33
603018.SH,603018,建筑装饰-建筑装饰-工程咨询服务,17
001319.SZ,001319,汽车-汽车零部件-车身附件及饰件,33
688562.SH,688562,计算机-软件开发-垂直应用软件,17
920475.BJ,920475,机械设备-专用设备-其他专用设备,151
600916.SH,600916,纺织服饰-服装家纺-饰品,17
600764.SH,600764,国防军工-军工装备-航海装备,17
300165.SZ,300165,机械设备-通用设备-仪器仪表,33
603787.SH,603787,汽车-汽车服务及其他-其他运输设备,17
003025.SZ,003025,机械设备-通用设备-机床工具,33
300245.SZ,300245,计算机-IT服务-IT服务Ⅲ,33
000856.SZ,000856,机械设备-专用设备-其他专用设备,33
002523.SZ,002523,机械设备-专用设备-能源及重型设备,33
301418.SZ,301418,机械设备-自动化设备-工控设备,33
601101.SH,601101,煤炭-煤炭开采加工-煤炭开采,17
300447.SZ,300447,国防军工-军工电子-军工电子Ⅲ,33
301503.SZ,301503,计算机-计算机设备-其他计算机设备,33
002953.SZ,002953,电力设备-电网设备-线缆部件及其他,33
002790.SZ,002790,轻工制造-家居用品-其他家居用品,33
002483.SZ,002483,机械设备-专用设备-能源及重型设备,33
300006.SZ,300006,医药生物-化学制药-化学制剂,33
603998.SH,603998,医药生物-中药-中药Ⅲ,17
300478.SZ,300478,基础化工-塑料制品-改性塑料,33
301173.SZ,301173,汽车-汽车零部件-车身附件及饰件,33
002020.SZ,002020,医药生物-化学制药-化学制剂,33
300837.SZ,300837,机械设备-专用设备-能源及重型设备,33
603025.SH,603025,机械设备-自动化设备-工控设备,17
600099.SH,600099,汽车-汽车服务及其他-其他运输设备,17
603248.SH,603248,电力设备-风电设备-风电零部件,17
600129.SH,600129,医药生物-中药-中药Ⅲ,17
002753.SZ,002753,基础化工-橡胶制品-炭黑,33
605008.SH,605008,基础化工-塑料制品-其他塑料制品,17
688737.SH,688737,汽车-汽车零部件-其他汽车零部件,17
002363.SZ,002363,汽车-汽车零部件-底盘与发动机系统,33
688197.SH,688197,医药生物-化学制药-化学制剂,17
600906.SH,600906,非银金融-证券-证券Ⅲ,17
688196.SH,688196,基础化工-化学制品-其他化学制品,17
688084.SH,688084,国防军工-军工电子-军工电子Ⅲ,17
300707.SZ,300707,汽车-汽车零部件-其他汽车零部件,33
002317.SZ,002317,医药生物-中药-中药Ⅲ,33
002301.SZ,002301,轻工制造-家居用品-文娱用品,33
001333.SZ,001333,基础化工-塑料制品-合成树脂,33
688297.SH,688297,国防军工-军工装备-航空装备,17
002233.SZ,002233,建筑材料-建筑材料-水泥,33
301029.SZ,301029,机械设备-自动化设备-其他自动化设备,33
002811.SZ,002811,建筑装饰-建筑装饰-工程咨询服务,33
603939.SH,603939,医药生物-医药商业-药店,17
002441.SZ,002441,电力设备-电网设备-输变电设备,33
301006.SZ,301006,机械设备-通用设备-仪器仪表,33
603358.SH,603358,汽车-汽车零部件-其他汽车零部件,17
688631.SH,688631,计算机-软件开发-垂直应用软件,17
920188.BJ,920188,基础化工-橡胶制品-其他橡胶制品,151
002937.SZ,002937,汽车-汽车零部件-汽车电子电气系统,33
300112.SZ,300112,机械设备-通用设备-仪器仪表,33
002737.SZ,002737,医药生物-中药-中药Ⅲ,33
688620.SH,688620,电子-半导体-数字芯片设计,17
300935.SZ,300935,计算机-软件开发-垂直应用软件,33
000301.SZ,000301,石油石化-石油加工贸易-石油加工,33
688016.SH,688016,医药生物-医疗器械-医疗耗材,17
002151.SZ,002151,国防军工-军工电子-军工电子Ⅲ,33
600337.SH,600337,轻工制造-家居用品-成品家居,22
600741.SH,600741,汽车-汽车零部件-车身附件及饰件,17
601956.SH,601956,家用电器-白色家电-家电零部件,17
920971.BJ,920971,基础化工-非金属材料-非金属材料Ⅲ,151
002879.SZ,002879,电力设备-电网设备-线缆部件及其他,33
002768.SZ,002768,基础化工-塑料制品-改性塑料,33
000565.SZ,000565,基础化工-化学制品-涂料油墨,33
002917.SZ,002917,基础化工-化学制品-民爆用品,33
000570.SZ,000570,机械设备-通用设备-其他通用设备,33
920183.BJ,920183,电子-消费电子-品牌消费电子,151
600938.SH,600938,石油石化-油气开采及服务-油气开采,17
301429.SZ,301429,建筑材料-建筑材料-其他建材,33
600875.SH,600875,电力设备-其他电源设备-其他电源设备Ⅲ,17
603982.SH,603982,汽车-汽车零部件-底盘与发动机系统,17
301459.SZ,301459,汽车-汽车零部件-底盘与发动机系统,33
301395.SZ,301395,基础化工-塑料制品-合成树脂,33
605128.SH,605128,汽车-汽车零部件-车身附件及饰件,17
001395.SZ,001395,机械设备-专用设备-其他专用设备,33
603261.SH,603261,国防军工-军工装备-航空装备,17
002080.SZ,002080,建筑材料-建筑材料-玻璃玻纤,33
605169.SH,605169,公用事业-燃气-燃气Ⅲ,17
603666.SH,603666,机械设备-自动化设备-机器人,17
300353.SZ,300353,通信-通信设备-其他通信设备,33
300640.SZ,300640,轻工制造-家居用品-其他家居用品,33
688029.SH,688029,医药生物-医疗器械-医疗耗材,17
002306.SZ,002306,社会服务-旅游及酒店-餐饮,33
001379.SZ,001379,机械设备-通用设备-金属制品,33
603118.SH,603118,通信-通信设备-通信终端及配件,17
300977.SZ,300977,建筑装饰-建筑装饰-工程咨询服务,33
000679.SZ,000679,商贸零售-零售-百货零售,33
002533.SZ,002533,电力设备-电网设备-线缆部件及其他,33
688162.SH,688162,机械设备-专用设备-其他专用设备,17
000811.SZ,000811,机械设备-通用设备-制冷空调设备,33
603966.SH,603966,机械设备-专用设备-能源及重型设备,17
601717.SH,601717,机械设备-专用设备-能源及重型设备,17
688283.SH,688283,通信-通信设备-其他通信设备,17
300698.SZ,300698,通信-通信设备-通信网络设备及器件,33
301345.SZ,301345,汽车-汽车服务及其他-其他运输设备,33
300936.SZ,300936,电子-元件-印制电路板,33
000779.SZ,000779,建筑装饰-建筑装饰-工程咨询服务,33
600784.SH,600784,基础化工-化学原料-无机盐,17
600218.SH,600218,汽车-汽车零部件-底盘与发动机系统,17
002863.SZ,002863,汽车-汽车零部件-轮胎轮毂,33
600375.SH,600375,汽车-汽车整车-商用载货车,17
300711.SZ,300711,通信-通信设备-其他通信设备,33
600694.SH,600694,商贸零售-零售-百货零售,17
605056.SH,605056,机械设备-通用设备-仪器仪表,17
002039.SZ,002039,公用事业-电力-水电,33
301287.SZ,301287,轻工制造-家居用品-文娱用品,33
688420.SH,688420,机械设备-专用设备-能源及重型设备,17
605033.SH,605033,基础化工-农化制品-农药,17
300930.SZ,300930,有色金属-金属新材料-其他金属新材料,33
002695.SZ,002695,食品饮料-食品加工制造-休闲食品,33
603229.SH,603229,医药生物-化学制药-原料药,17
002412.SZ,002412,医药生物-中药-中药Ⅲ,33
300132.SZ,300132,美容护理-美容护理-化妆品,33
688529.SH,688529,机械设备-专用设备-其他专用设备,17
300787.SZ,300787,电子-消费电子-消费电子零部件及组装,33
300686.SZ,300686,电子-消费电子-消费电子零部件及组装,33
300433.SZ,300433,电子-消费电子-消费电子零部件及组装,33
300048.SZ,300048,建筑装饰-建筑装饰-专业工程,33
002647.SZ,002647,非银金融-多元金融-多元金融Ⅲ,33
920106.BJ,920106,汽车-汽车零部件-底盘与发动机系统,151
300971.SZ,300971,机械设备-专用设备-其他专用设备,33
603275.SH,603275,机械设备-自动化设备-工控设备,17
002592.SZ,002592,汽车-汽车零部件-底盘与发动机系统,33
301361.SZ,301361,电力设备-电网设备-输变电设备,33
600167.SH,600167,公用事业-电力-热力,17
920161.BJ,920161,电子-电子化学品-电子化学品Ⅲ,151
920249.BJ,920249,通信-通信设备-通信终端及配件,151
603059.SH,603059,美容护理-美容护理-个护用品,17
000504.SZ,000504,医药生物-医疗服务-其他医疗服务,33
601858.SH,601858,传媒-文化传媒-出版,17
688067.SH,688067,医药生物-医疗器械-体外诊断,17
603616.SH,603616,建筑材料-建筑材料-水泥,17
001279.SZ,001279,轻工制造-包装印刷-印刷,33
002793.SZ,002793,医药生物-化学制药-化学制剂,33
600331.SH,600331,基础化工-农化制品-磷肥及磷化工,17
688428.SH,688428,医药生物-生物制品-其他生物制品,17
605155.SH,605155,轻工制造-家居用品-其他家居用品,17
600521.SH,600521,医药生物-化学制药-化学制剂,17
301011.SZ,301011,轻工制造-家居用品-文娱用品,33
603712.SH,603712,国防军工-军工电子-军工电子Ⅲ,17
002949.SZ,002949,建筑装饰-建筑装饰-工程咨询服务,33
002205.SZ,002205,建筑材料-建筑材料-水泥,33
001368.SZ,001368,轻工制造-家居用品-文娱用品,33
300719.SZ,300719,国防军工-军工装备-航空装备,33
001382.SZ,001382,电力设备-电网设备-线缆部件及其他,33
002574.SZ,002574,纺织服饰-服装家纺-饰品,33
300502.SZ,300502,通信-通信设备-通信网络设备及器件,33
920195.BJ,920195,汽车-汽车零部件-底盘与发动机系统,151
301359.SZ,301359,电子-其他电子-其他电子Ⅲ,33
301522.SZ,301522,有色金属-金属新材料-其他金属新材料,33
920271.BJ,920271,汽车-汽车零部件-底盘与发动机系统,151
300092.SZ,300092,机械设备-专用设备-能源及重型设备,33
300875.SZ,300875,国防军工-军工装备-地面兵装,33
600681.SH,600681,公用事业-燃气-燃气Ⅲ,17
600829.SH,600829,医药生物-医药商业-医药流通,17
002495.SZ,002495,食品饮料-食品加工制造-调味发酵品,33
688246.SH,688246,计算机-软件开发-垂直应用软件,17
920152.BJ,920152,有色金属-金属新材料-其他金属新材料,151
301187.SZ,301187,家用电器-小家电-小家电Ⅲ,33
300225.SZ,300225,基础化工-化学制品-涂料油墨,33
300873.SZ,300873,交通运输-物流-物流Ⅲ,33
000768.SZ,000768,国防军工-军工装备-航空装备,33
688288.SH,688288,计算机-计算机设备-其他计算机设备,17
301202.SZ,301202,通信-通信设备-其他通信设备,33
301083.SZ,301083,机械设备-通用设备-其他通用设备,33
301107.SZ,301107,机械设备-通用设备-其他通用设备,33
920363.BJ,920363,机械设备-通用设备-仪器仪表,151
920126.BJ,920126,机械设备-专用设备-能源及重型设备,151
688097.SH,688097,机械设备-自动化设备-其他自动化设备,17
300583.SZ,300583,医药生物-化学制药-原料药,33
601619.SH,601619,公用事业-电力-新能源发电,17
603348.SH,603348,汽车-汽车零部件-其他汽车零部件,17
603293.SH,603293,汽车-汽车零部件-汽车电子电气系统,17
301001.SZ,301001,商贸零售-互联网电商-互联网电商Ⅲ,33
302132.SZ,302132,国防军工-军工装备-航空装备,33
688217.SH,688217,医药生物-医疗器械-体外诊断,17
603608.SH,603608,纺织服饰-服装家纺-鞋帽及其他,17
603266.SH,603266,汽车-汽车零部件-车身附件及饰件,17
002862.SZ,002862,轻工制造-家居用品-文娱用品,33
300650.SZ,300650,电子-其他电子-其他电子Ⅲ,33
920857.BJ,920857,电子-消费电子-消费电子零部件及组装,151
600149.SH,600149,公用事业-电力-热力,17
301456.SZ,301456,电力设备-风电设备-风电零部件,33
300091.SZ,300091,机械设备-通用设备-其他通用设备,33
603409.SH,603409,汽车-汽车零部件-车身附件及饰件,17
920679.BJ,920679,机械设备-通用设备-金属制品,151
605398.SH,605398,计算机-IT服务-IT服务Ⅲ,17
688389.SH,688389,医药生物-医疗器械-体外诊断,17
920627.BJ,920627,电力设备-电池-其他电池,151
600362.SH,600362,有色金属-工业金属-铜,17
300126.SZ,300126,机械设备-通用设备-其他通用设备,33
003033.SZ,003033,汽车-汽车服务及其他-其他运输设备,33
600738.SH,600738,商贸零售-零售-商业物业经营,17
300347.SZ,300347,医药生物-医疗服务-医疗研发外包,33
300943.SZ,300943,机械设备-通用设备-金属制品,33
301068.SZ,301068,环保-环境治理-固废治理,33
600038.SH,600038,国防军工-军工装备-航空装备,17
300712.SZ,300712,建筑装饰-建筑装饰-基础建设,33
301376.SZ,301376,轻工制造-家居用品-成品家居,33
300818.SZ,300818,机械设备-专用设备-能源及重型设备,33
000581.SZ,000581,汽车-汽车零部件-底盘与发动机系统,33
605116.SH,605116,医药生物-化学制药-原料药,17
300887.SZ,300887,社会服务-其他社会服务-专业服务,33
002564.SZ,002564,机械设备-专用设备-能源及重型设备,33
603049.SH,603049,汽车-汽车零部件-轮胎轮毂,17
301382.SZ,301382,通信-通信服务-通信应用增值服务,33
001238.SZ,001238,轻工制造-家居用品-其他家居用品,33
300417.SZ,300417,机械设备-通用设备-仪器仪表,33
002021.SZ,002021,机械设备-专用设备-纺织服装设备,33
605118.SH,605118,计算机-计算机设备-安防设备,17
600577.SH,600577,电力设备-电网设备-线缆部件及其他,17
600079.SH,600079,医药生物-化学制药-化学制剂,22
603308.SH,603308,机械设备-通用设备-金属制品,17
600671.SH,600671,医药生物-中药-中药Ⅲ,17
600301.SH,600301,有色金属-小金属-其他小金属,17
688143.SH,688143,通信-通信设备-通信线缆及配套,17
300923.SZ,300923,机械设备-轨交设备-轨交设备Ⅲ,33
600635.SH,600635,公用事业-燃气-燃气Ⅲ,17
300893.SZ,300893,汽车-汽车零部件-车身附件及饰件,33
920879.BJ,920879,机械设备-通用设备-仪器仪表,151
603788.SH,603788,汽车-汽车零部件-底盘与发动机系统,17
688468.SH,688468,医药生物-医疗器械-体外诊断,17
002105.SZ,002105,汽车-汽车服务及其他-其他运输设备,33
600644.SH,600644,公用事业-电力-电能综合服务,17
300349.SZ,300349,机械设备-通用设备-仪器仪表,33
000026.SZ,000026,纺织服饰-服装家纺-饰品,33
600435.SH,600435,国防军工-军工装备-地面兵装,17
603950.SH,603950,汽车-汽车零部件-底盘与发动机系统,17
001389.SZ,001389,电子-元件-印制电路板,33
600336.SH,600336,家用电器-白色家电-冰洗,17
603489.SH,603489,电力设备-电机-电机Ⅲ,17
603153.SH,603153,建筑装饰-建筑装饰-工程咨询服务,17
920454.BJ,920454,汽车-汽车零部件-底盘与发动机系统,151
300636.SZ,300636,医药生物-化学制药-原料药,33
300662.SZ,300662,社会服务-其他社会服务-专业服务,33
603908.SH,603908,纺织服饰-服装家纺-鞋帽及其他,17
002322.SZ,002322,计算机-软件开发-垂直应用软件,33
301308.SZ,301308,电子-半导体-数字芯片设计,33
605500.SH,605500,轻工制造-造纸-造纸Ⅲ,17
301272.SZ,301272,机械设备-通用设备-制冷空调设备,33
001339.SZ,001339,计算机-计算机设备-其他计算机设备,33
688563.SH,688563,国防军工-军工装备-航空装备,17
600388.SH,600388,环保-环保设备-环保设备Ⅲ,17
002334.SZ,002334,机械设备-自动化设备-工控设备,33
301105.SZ,301105,机械设备-专用设备-印刷包装机械,33
002694.SZ,002694,建筑材料-建筑材料-管材,33
601106.SH,601106,机械设备-专用设备-能源及重型设备,17
301080.SZ,301080,医药生物-生物制品-其他生物制品,33
301066.SZ,301066,纺织服饰-纺织制造-其他纺织,33
600645.SH,600645,医药生物-医疗器械-体外诊断,17
603073.SH,603073,纺织服饰-纺织制造-其他纺织,17
688237.SH,688237,国防军工-军工装备-航空装备,17
301268.SZ,301268,机械设备-通用设备-金属制品,33
688200.SH,688200,电子-半导体-半导体设备,17
002444.SZ,002444,机械设备-通用设备-其他通用设备,33
300642.SZ,300642,医药生物-医疗器械-体外诊断,33
603988.SH,603988,电力设备-电机-电机Ⅲ,17
002413.SZ,002413,国防军工-军工电子-军工电子Ⅲ,33
002271.SZ,002271,建筑材料-建筑材料-其他建材,33
603959.SH,603959,建筑装饰-建筑装饰-专业工程,22
920914.BJ,920914,有色金属-能源金属-镍,151
300824.SZ,300824,家用电器-小家电-小家电Ⅲ,33
603718.SH,603718,医药生物-医疗器械-医疗耗材,22
603235.SH,603235,医药生物-化学制药-原料药,17
688395.SH,688395,机械设备-自动化设备-工控设备,17
000028.SZ,000028,医药生物-医药商业-医药流通,33
600382.SH,600382,钢铁-钢铁-冶钢原料,17
301320.SZ,301320,机械设备-自动化设备-工控设备,33
300025.SZ,300025,通信-通信服务-通信工程及服务,33
920262.BJ,920262,纺织服饰-服装家纺-家纺,151
603515.SH,603515,电子-光学光电子-LED,17
603987.SH,603987,医药生物-医疗器械-医疗耗材,17
002911.SZ,002911,公用事业-燃气-燃气Ⅲ,33
300311.SZ,300311,计算机-软件开发-横向通用软件,33
301533.SZ,301533,机械设备-专用设备-农用机械,33
603370.SH,603370,电力设备-电机-电机Ⅲ,17
001331.SZ,001331,公用事业-燃气-燃气Ⅲ,33
000558.SZ,000558,社会服务-旅游及酒店-自然景点,33
920177.BJ,920177,机械设备-专用设备-其他专用设备,151
300160.SZ,300160,家用电器-白色家电-家电零部件,33
300177.SZ,300177,国防军工-军工电子-军工电子Ⅲ,33
920689.BJ,920689,机械设备-通用设备-其他通用设备,151
688543.SH,688543,国防军工-军工装备-地面兵装,17
600711.SH,600711,有色金属-工业金属-铜,17
600581.SH,600581,钢铁-钢铁-普钢,22
920943.BJ,920943,机械设备-通用设备-金属制品,151
688681.SH,688681,电力设备-电网设备-电气自控设备,17
300161.SZ,300161,机械设备-通用设备-机床工具,33
301012.SZ,301012,电力设备-电网设备-输变电设备,33
001209.SZ,001209,纺织服饰-服装家纺-服装,33
301082.SZ,301082,电力设备-电网设备-线缆部件及其他,33
300307.SZ,300307,机械设备-专用设备-纺织服装设备,33
