code,股票代码,market_code,所属同花顺行业
920163,920163.BJ,151,轻工制造-包装印刷-包装
300286,300286.SZ,33,电力设备-电网设备-电气自控设备
000301,000301.SZ,33,石油石化-石油加工贸易-石油加工
920837,920837.BJ,151,汽车-汽车零部件-底盘与发动机系统
600886,600886.SH,17,公用事业-电力-水电
603602,603602.SH,17,传媒-文化传媒-广告营销
301273,301273.SZ,33,机械设备-通用设备-其他通用设备
002806,002806.SZ,33,汽车-汽车零部件-底盘与发动机系统
601088,601088.SH,17,煤炭-煤炭开采加工-煤炭开采
301413,301413.SZ,33,机械设备-通用设备-仪器仪表
301395,301395.SZ,33,基础化工-塑料制品-合成树脂
601788,601788.SH,17,非银金融-证券-证券Ⅲ
000878,000878.SZ,33,有色金属-工业金属-铜
300483,300483.SZ,33,石油石化-油气开采及服务-油气开采
688290,688290.SH,17,机械设备-自动化设备-机器人
688156,688156.SH,17,农林牧渔-农产品加工-畜禽饲料
603283,603283.SH,17,机械设备-自动化设备-工控设备
301216,301216.SZ,33,基础化工-塑料制品-其他塑料制品
300739,300739.SZ,33,电子-元件-印制电路板
920003,920003.BJ,151,建筑装饰-建筑装饰-工程咨询服务
300668,300668.SZ,33,社会服务-其他社会服务-专业服务
688795,688795.SH,17,电子-半导体-数字芯片设计
920116,920116.BJ,151,计算机-IT服务-IT服务Ⅲ
688041,688041.SH,17,电子-半导体-数字芯片设计
601618,601618.SH,17,建筑装饰-建筑装饰-专业工程
002060,002060.SZ,33,建筑装饰-建筑装饰-基础建设
600039,600039.SH,17,建筑装饰-建筑装饰-基础建设
002047,002047.SZ,33,建筑装饰-建筑装饰-装饰园林
600193,600193.SH,22,建筑装饰-建筑装饰-装饰园林
000517,000517.SZ,33,房地产-房地产-住宅开发
000797,000797.SZ,33,房地产-房地产-住宅开发
002146,002146.SZ,33,房地产-房地产-住宅开发
300593,300593.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
300365,300365.SZ,33,计算机-软件开发-垂直应用软件
300663,300663.SZ,33,计算机-软件开发-垂直应用软件
920541,920541.BJ,151,机械设备-轨交设备-轨交设备Ⅲ
603638,603638.SH,17,机械设备-工程机械-工程机械Ⅲ
601921,601921.SH,17,传媒-文化传媒-出版
920023,920023.BJ,151,农林牧渔-农产品加工-果蔬加工
000811,000811.SZ,33,机械设备-通用设备-制冷空调设备
600421,600421.SH,22,机械设备-通用设备-金属制品
920685,920685.BJ,151,机械设备-通用设备-仪器仪表
920870,920870.BJ,151,机械设备-通用设备-机床工具
688121,688121.SH,17,机械设备-专用设备-能源及重型设备
600696,600696.SH,22,食品饮料-白酒-白酒Ⅲ
300076,300076.SZ,33,电子-光学光电子-面板
688538,688538.SH,17,电子-光学光电子-面板
000669,000669.SZ,33,公用事业-燃气-燃气Ⅲ
600017,600017.SH,17,交通运输-港口航运-港口
601018,601018.SH,17,交通运输-港口航运-港口
601880,601880.SH,17,交通运输-港口航运-港口
300592,300592.SZ,33,商贸零售-互联网电商-互联网电商Ⅲ
000552,000552.SZ,33,煤炭-煤炭开采加工-煤炭开采
600925,600925.SH,17,煤炭-煤炭开采加工-煤炭开采
601607,601607.SH,17,医药生物-医药商业-医药流通
601588,601588.SH,17,社会服务-其他社会服务-专业服务
601965,601965.SH,17,社会服务-其他社会服务-专业服务
600636,600636.SH,22,社会服务-教育-教育Ⅲ
000069,000069.SZ,33,社会服务-旅游及酒店-旅游综合
600800,600800.SH,17,石油石化-石油加工贸易-石油加工
002114,002114.SZ,33,有色金属-工业金属-铅锌
600497,600497.SH,17,有色金属-工业金属-铅锌
603718,603718.SH,22,医药生物-医疗器械-医疗耗材
600538,600538.SH,17,医药生物-医疗器械-体外诊断
688193,688193.SH,17,医药生物-医疗器械-体外诊断
300301,300301.SZ,33,电子-光学光电子-LED
603779,603779.SH,17,食品饮料-饮料制造-其他酒类
002310,002310.SZ,33,公用事业-电力-新能源发电
002616,002616.SZ,33,公用事业-电力-新能源发电
601016,601016.SH,17,公用事业-电力-新能源发电
688287,688287.SH,22,国防军工-军工装备-航空装备
920964,920964.BJ,151,农林牧渔-种植业与林业-农业综合
301459,301459.SZ,33,汽车-汽车零部件-底盘与发动机系统
603311,603311.SH,17,家用电器-白色家电-家电零部件
002839,002839.SZ,33,银行-银行-农商行
601169,601169.SH,17,银行-银行-城商行
601328,601328.SH,17,银行-银行-国有大型银行
601818,601818.SH,17,银行-银行-股份制银行
601916,601916.SH,17,银行-银行-股份制银行
601187,601187.SH,17,银行-银行-城商行
002463,002463.SZ,33,电子-元件-印制电路板
603936,603936.SH,17,电子-元件-印制电路板
600599,600599.SH,22,轻工制造-家居用品-其他家居用品
001322,001322.SZ,33,轻工制造-家居用品-其他家居用品
920445,920445.BJ,151,轻工制造-家居用品-其他家居用品
002374,002374.SZ,33,轻工制造-包装印刷-包装
601968,601968.SH,17,轻工制造-包装印刷-包装
000776,000776.SZ,33,非银金融-证券-证券Ⅲ
002500,002500.SZ,33,非银金融-证券-证券Ⅲ
601990,601990.SH,17,非银金融-证券-证券Ⅲ
601995,601995.SH,17,非银金融-证券-证券Ⅲ
301349,301349.SZ,33,电力设备-电池-电池化学品
300051,300051.SZ,33,电力设备-光伏设备-光伏电池组件
002692,002692.SZ,33,电力设备-电网设备-线缆部件及其他
601568,601568.SH,17,基础化工-化学原料-氯碱
002037,002037.SZ,33,基础化工-化学制品-民爆用品
601005,601005.SH,17,钢铁-钢铁-普钢
600608,600608.SH,22,商贸零售-贸易-贸易Ⅲ
605081,605081.SH,22,环保-环境治理-水务及水治理
300408,300408.SZ,33,电子-元件-被动元件
920005,920005.BJ,151,电子-消费电子-消费电子零部件及组装
688333,688333.SH,17,机械设备-通用设备-其他通用设备
600600,600600.SH,17,食品饮料-饮料制造-啤酒
600566,600566.SH,17,医药生物-中药-中药Ⅲ
688288,688288.SH,17,计算机-计算机设备-其他计算机设备
300486,300486.SZ,33,机械设备-自动化设备-其他自动化设备
001260,001260.SZ,33,汽车-汽车零部件-车身附件及饰件
603370,603370.SH,17,电力设备-电机-电机Ⅲ
300059,300059.SZ,33,非银金融-证券-证券Ⅲ
688016,688016.SH,17,医药生物-医疗器械-医疗耗材
601026,601026.SH,17,基础化工-塑料制品-合成树脂
688181,688181.SH,17,电子-光学光电子-面板
601136,601136.SH,17,非银金融-证券-证券Ⅲ
601877,601877.SH,17,电力设备-电网设备-输变电设备
920570,920570.BJ,151,机械设备-通用设备-其他通用设备
600961,600961.SH,17,有色金属-工业金属-铅锌
601198,601198.SH,17,非银金融-证券-证券Ⅲ
603901,603901.SH,17,机械设备-专用设备-印刷包装机械
688099,688099.SH,17,电子-半导体-数字芯片设计
688660,688660.SH,17,电力设备-风电设备-风电整机
603159,603159.SH,17,机械设备-专用设备-其他专用设备
688679,688679.SH,17,环保-环境治理-固废治理
002053,002053.SZ,33,公用事业-电力-新能源发电
000957,000957.SZ,33,汽车-汽车整车-商用载客车
688179,688179.SH,17,基础化工-化学制品-其他化学制品
000829,000829.SZ,33,商贸零售-零售-专业连锁
300095,300095.SZ,33,机械设备-专用设备-能源及重型设备
301235,301235.SZ,33,医药生物-医疗服务-其他医疗服务
600639,600639.SH,17,房地产-房地产-产业地产
002943,002943.SZ,33,机械设备-通用设备-机床工具
600648,600648.SH,17,房地产-房地产-产业地产
301323,301323.SZ,33,有色金属-金属新材料-磁性材料
000975,000975.SZ,33,有色金属-贵金属-贵金属Ⅲ
002690,002690.SZ,33,机械设备-专用设备-其他专用设备
600741,600741.SH,17,汽车-汽车零部件-车身附件及饰件
600956,600956.SH,17,公用事业-电力-新能源发电
603586,603586.SH,17,汽车-汽车零部件-底盘与发动机系统
600598,600598.SH,17,农林牧渔-种植业与林业-粮食种植
920895,920895.BJ,151,机械设备-专用设备-农用机械
601998,601998.SH,17,银行-银行-股份制银行
300126,300126.SZ,33,机械设备-通用设备-其他通用设备
601827,601827.SH,17,环保-环境治理-固废治理
002815,002815.SZ,33,电子-元件-印制电路板
300989,300989.SZ,33,建筑装饰-建筑装饰-工程咨询服务
605338,605338.SH,17,食品饮料-食品加工制造-预加工食品
000728,000728.SZ,33,非银金融-证券-证券Ⅲ
002673,002673.SZ,33,非银金融-证券-证券Ⅲ
301226,301226.SZ,33,机械设备-通用设备-其他通用设备
920374,920374.BJ,151,通信-通信设备-其他通信设备
000598,000598.SZ,33,环保-环境治理-水务及水治理
300594,300594.SZ,33,机械设备-轨交设备-轨交设备Ⅲ
920122,920122.BJ,151,社会服务-其他社会服务-专业服务
601966,601966.SH,17,汽车-汽车零部件-轮胎轮毂
920578,920578.BJ,151,机械设备-自动化设备-机器人
603373,603373.SH,17,社会服务-其他社会服务-专业服务
301292,301292.SZ,33,电力设备-电池-电池化学品
300700,300700.SZ,33,机械设备-通用设备-磨具磨料
920942,920942.BJ,151,机械设备-工程机械-工程机械Ⅲ
000623,000623.SZ,33,医药生物-中药-中药Ⅲ
601222,601222.SH,17,电力设备-电网设备-电气自控设备
300561,300561.SZ,33,计算机-软件开发-垂直应用软件
603081,603081.SH,17,机械设备-专用设备-其他专用设备
600918,600918.SH,17,非银金融-证券-证券Ⅲ
600938,600938.SH,17,石油石化-油气开采及服务-油气开采
688220,688220.SH,17,电子-半导体-模拟芯片设计
600517,600517.SH,17,非银金融-多元金融-多元金融Ⅲ
601225,601225.SH,17,煤炭-煤炭开采加工-煤炭开采
000599,000599.SZ,33,汽车-汽车零部件-轮胎轮毂
688322,688322.SH,17,电子-光学光电子-光学元件
603737,603737.SH,17,建筑材料-建筑材料-其他建材
001269,001269.SZ,33,电力设备-光伏设备-光伏辅材
002252,002252.SZ,33,医药生物-生物制品-血液制品
600908,600908.SH,17,银行-银行-农商行
002452,002452.SZ,33,电力设备-电网设备-输变电设备
600887,600887.SH,17,食品饮料-饮料制造-乳品
600226,600226.SH,17,公用事业-电力-热力
603062,603062.SH,17,基础化工-化学制品-涂料油墨
600531,600531.SH,17,有色金属-工业金属-铅锌
301091,301091.SZ,33,建筑装饰-建筑装饰-工程咨询服务
920504,920504.BJ,151,医药生物-医疗器械-医疗设备
600036,600036.SH,17,银行-银行-股份制银行
920177,920177.BJ,151,机械设备-专用设备-其他专用设备
301109,301109.SZ,33,环保-环境治理-固废治理
603697,603697.SH,17,食品饮料-食品加工制造-休闲食品
600585,600585.SH,17,建筑材料-建筑材料-水泥
605100,605100.SH,17,机械设备-通用设备-金属制品
600028,600028.SH,17,石油石化-石油加工贸易-石油加工
600979,600979.SH,17,公用事业-电力-电能综合服务
301120,301120.SZ,33,电力设备-电网设备-输变电设备
301051,301051.SZ,33,电子-消费电子-消费电子零部件及组装
300990,300990.SZ,33,机械设备-通用设备-制冷空调设备
920925,920925.BJ,151,医药生物-医疗器械-医疗设备
300410,300410.SZ,33,电力设备-电池-锂电专用设备
600201,600201.SH,17,农林牧渔-养殖业-动物保健
002541,002541.SZ,33,建筑装饰-建筑装饰-专业工程
002583,002583.SZ,33,通信-通信设备-通信网络设备及器件
601668,601668.SH,17,建筑装饰-建筑装饰-房屋建设
920395,920395.BJ,151,计算机-计算机设备-安防设备
920368,920368.BJ,151,电力设备-光伏设备-光伏加工设备
000796,000796.SZ,33,社会服务-旅游及酒店-旅游综合
920675,920675.BJ,151,基础化工-非金属材料-非金属材料Ⅲ
300696,300696.SZ,33,国防军工-军工装备-航空装备
000637,000637.SZ,33,石油石化-石油加工贸易-石油加工
920556,920556.BJ,151,电力设备-电网设备-电气自控设备
603233,603233.SH,17,医药生物-医药商业-药店
920580,920580.BJ,151,建筑材料-建筑材料-耐火材料
002849,002849.SZ,33,机械设备-通用设备-仪器仪表
600785,600785.SH,17,商贸零售-零售-百货零售
920407,920407.BJ,151,机械设备-通用设备-仪器仪表
601677,601677.SH,17,有色金属-工业金属-铝
603758,603758.SH,17,汽车-汽车零部件-底盘与发动机系统
000686,000686.SZ,33,非银金融-证券-证券Ⅲ
600285,600285.SH,17,医药生物-中药-中药Ⅲ
601579,601579.SH,17,食品饮料-饮料制造-其他酒类
605133,605133.SH,17,汽车-汽车零部件-底盘与发动机系统
920242,920242.BJ,151,汽车-汽车零部件-底盘与发动机系统
000551,000551.SZ,33,环保-环保设备-环保设备Ⅲ
920271,920271.BJ,151,汽车-汽车零部件-底盘与发动机系统
002472,002472.SZ,33,汽车-汽车零部件-底盘与发动机系统
920346,920346.BJ,151,电子-消费电子-消费电子零部件及组装
600088,600088.SH,17,传媒-影视院线-影视院线Ⅲ
600060,600060.SH,17,家用电器-黑色家电-彩电
605339,605339.SH,17,食品饮料-食品加工制造-休闲食品
601375,601375.SH,17,非银金融-证券-证券Ⅲ
603488,603488.SH,17,国防军工-军工电子-军工电子Ⅲ
300532,300532.SZ,33,计算机-IT服务-IT服务Ⅲ
600273,600273.SH,17,基础化工-化学制品-其他化学制品
300808,300808.SZ,33,电子-光学光电子-LED
000750,000750.SZ,33,非银金融-证券-证券Ⅲ
002444,002444.SZ,33,机械设备-通用设备-其他通用设备
300528,300528.SZ,33,传媒-影视院线-影视院线Ⅲ
601969,601969.SH,17,钢铁-钢铁-冶钢原料
300654,300654.SZ,33,传媒-文化传媒-出版
000809,000809.SZ,33,电力设备-风电设备-风电零部件
920029,920029.BJ,151,电力设备-电网设备-电气自控设备
601066,601066.SH,17,非银金融-证券-证券Ⅲ
601162,601162.SH,17,非银金融-证券-证券Ⅲ
002602,002602.SZ,33,传媒-游戏-游戏Ⅲ
603315,603315.SH,17,环保-环境治理-大气治理
600309,600309.SH,17,基础化工-化学制品-聚氨酯
000001,000001.SZ,33,银行-银行-股份制银行
300428,300428.SZ,33,汽车-汽车零部件-轮胎轮毂
600016,600016.SH,17,银行-银行-股份制银行
600033,600033.SH,17,交通运输-公路铁路运输-高速公路
603519,603519.SH,17,家用电器-白色家电-家电零部件
600196,600196.SH,17,医药生物-化学制药-化学制剂
603967,603967.SH,17,交通运输-物流-物流Ⅲ
600928,600928.SH,17,银行-银行-城商行
000090,000090.SZ,33,房地产-房地产-住宅开发
601001,601001.SH,17,煤炭-煤炭开采加工-煤炭开采
605299,605299.SH,17,轻工制造-家居用品-文娱用品
600511,600511.SH,17,医药生物-医药商业-医药流通
600987,600987.SH,17,纺织服饰-纺织制造-印染
601326,601326.SH,17,交通运输-港口航运-港口
600446,600446.SH,17,计算机-IT服务-IT服务Ⅲ
920146,920146.BJ,151,汽车-汽车零部件-底盘与发动机系统
000962,000962.SZ,33,有色金属-小金属-其他小金属
688697,688697.SH,17,机械设备-通用设备-机床工具
001378,001378.SZ,33,基础化工-塑料制品-膜材料
601800,601800.SH,17,建筑装饰-建筑装饰-基础建设
920819,920819.BJ,151,基础化工-农化制品-农药
002580,002580.SZ,33,电力设备-电池-其他电池
603120,603120.SH,17,基础化工-化学制品-其他化学制品
300183,300183.SZ,33,通信-通信设备-其他通信设备
002138,002138.SZ,33,电子-元件-被动元件
601186,601186.SH,17,建筑装饰-建筑装饰-基础建设
000651,000651.SZ,33,家用电器-白色家电-空调
300300,300300.SZ,33,计算机-IT服务-IT服务Ⅲ
002579,002579.SZ,33,电子-元件-印制电路板
603458,603458.SH,17,建筑装饰-建筑装饰-工程咨询服务
001233,001233.SZ,33,汽车-汽车零部件-轮胎轮毂
000560,000560.SZ,33,房地产-房地产-房地产服务
301111,301111.SZ,33,医药生物-中药-中药Ⅲ
600048,600048.SH,17,房地产-房地产-住宅开发
603587,603587.SH,17,纺织服饰-服装家纺-服装
688301,688301.SH,17,医药生物-医疗器械-医疗设备
688515,688515.SH,17,电子-半导体-模拟芯片设计
600749,600749.SH,17,社会服务-旅游及酒店-自然景点
300849,300849.SZ,33,美容护理-美容护理-化妆品
688002,688002.SH,17,国防军工-军工电子-军工电子Ⅲ
300777,300777.SZ,33,国防军工-军工装备-航空装备
603685,603685.SH,17,电子-光学光电子-LED
002357,002357.SZ,33,交通运输-公路铁路运输-公交
600941,600941.SH,17,通信-通信服务-电信运营商
000031,000031.SZ,33,房地产-房地产-商业地产
601369,601369.SH,17,机械设备-专用设备-能源及重型设备
301155,301155.SZ,33,电力设备-风电设备-风电零部件
688091,688091.SH,17,医药生物-化学制药-化学制剂
600864,600864.SH,17,非银金融-证券-证券Ⅲ
920717,920717.BJ,151,机械设备-专用设备-其他专用设备
688006,688006.SH,17,电力设备-电池-锂电专用设备
300465,300465.SZ,33,计算机-软件开发-垂直应用软件
601728,601728.SH,17,通信-通信服务-电信运营商
920371,920371.BJ,151,农林牧渔-农产品加工-其他农产品加工
603001,603001.SH,17,纺织服饰-服装家纺-鞋帽及其他
600490,600490.SH,17,有色金属-工业金属-铜
002703,002703.SZ,33,汽车-汽车零部件-底盘与发动机系统
301018,301018.SZ,33,机械设备-通用设备-制冷空调设备
605366,605366.SH,17,基础化工-化学制品-有机硅
920015,920015.BJ,151,基础化工-化学制品-有机硅
600548,600548.SH,17,交通运输-公路铁路运输-高速公路
301156,301156.SZ,33,基础化工-化学制品-食品及饲料添加剂
920641,920641.BJ,151,电子-元件-被动元件
301169,301169.SZ,33,社会服务-其他社会服务-专业服务
601518,601518.SH,17,交通运输-公路铁路运输-高速公路
605166,605166.SH,17,基础化工-化学纤维-其他纤维
920792,920792.BJ,151,建筑材料-建筑材料-耐火材料
600258,600258.SH,17,社会服务-旅游及酒店-酒店
300529,300529.SZ,33,医药生物-医疗器械-医疗耗材
002581,002581.SZ,33,医药生物-生物制品-其他生物制品
301338,301338.SZ,33,机械设备-专用设备-其他专用设备
920976,920976.BJ,151,计算机-计算机设备-安防设备
000510,000510.SZ,33,基础化工-化学原料-氯碱
000498,000498.SZ,33,建筑装饰-建筑装饰-基础建设
002893,002893.SZ,33,公用事业-电力-热力
600395,600395.SH,17,煤炭-煤炭开采加工-煤炭开采
688657,688657.SH,17,计算机-软件开发-垂直应用软件
000682,000682.SZ,33,电力设备-电网设备-电气自控设备
920593,920593.BJ,151,机械设备-自动化设备-机器人
002945,002945.SZ,33,非银金融-证券-证券Ⅲ
300406,300406.SZ,33,医药生物-医疗器械-体外诊断
603125,603125.SH,17,基础化工-化学制品-其他化学制品
002592,002592.SZ,33,汽车-汽车零部件-底盘与发动机系统
601860,601860.SH,17,银行-银行-农商行
920455,920455.BJ,151,机械设备-通用设备-其他通用设备
605588,605588.SH,17,电子-光学光电子-面板
603118,603118.SH,17,通信-通信设备-通信终端及配件
600529,600529.SH,17,医药生物-医疗器械-医疗耗材
600675,600675.SH,17,房地产-房地产-住宅开发
002040,002040.SZ,33,交通运输-港口航运-港口
603369,603369.SH,17,食品饮料-白酒-白酒Ⅲ
000807,000807.SZ,33,有色金属-工业金属-铝
600177,600177.SH,17,纺织服饰-服装家纺-服装
600704,600704.SH,17,交通运输-物流-物流Ⅲ
600062,600062.SH,17,医药生物-化学制药-化学制剂
600562,600562.SH,17,国防军工-军工电子-军工电子Ⅲ
920866,920866.BJ,151,基础化工-农化制品-农药
600580,600580.SH,17,电力设备-电机-电机Ⅲ
688226,688226.SH,17,电力设备-电网设备-线缆部件及其他
603266,603266.SH,17,汽车-汽车零部件-车身附件及饰件
002194,002194.SZ,33,通信-通信设备-通信网络设备及器件
300120,300120.SZ,33,电子-光学光电子-面板
601658,601658.SH,17,银行-银行-国有大型银行
301171,301171.SZ,33,传媒-文化传媒-广告营销
300609,300609.SZ,33,计算机-IT服务-IT服务Ⅲ
688533,688533.SH,17,汽车-汽车零部件-汽车电子电气系统
300733,300733.SZ,33,汽车-汽车零部件-底盘与发动机系统
920799,920799.BJ,151,计算机-软件开发-垂直应用软件
688306,688306.SH,17,机械设备-自动化设备-其他自动化设备
920225,920225.BJ,151,基础化工-橡胶制品-其他橡胶制品
600030,600030.SH,17,非银金融-证券-证券Ⅲ
601515,601515.SH,17,轻工制造-包装印刷-包装
600732,600732.SH,17,电力设备-光伏设备-光伏电池组件
603797,603797.SH,17,环保-环境治理-水务及水治理
300905,300905.SZ,33,基础化工-化学纤维-其他纤维
920168,920168.BJ,151,汽车-汽车零部件-车身附件及饰件
300088,300088.SZ,33,电子-光学光电子-面板
603185,603185.SH,17,电力设备-光伏设备-硅料硅片
600621,600621.SH,17,非银金融-证券-证券Ⅲ
603023,603023.SH,17,汽车-汽车零部件-汽车电子电气系统
300307,300307.SZ,33,机械设备-专用设备-纺织服装设备
603768,603768.SH,17,汽车-汽车零部件-其他汽车零部件
688334,688334.SH,17,社会服务-其他社会服务-专业服务
601577,601577.SH,17,银行-银行-城商行
688048,688048.SH,17,电子-半导体-分立器件
603858,603858.SH,17,医药生物-中药-中药Ⅲ
002953,002953.SZ,33,电力设备-电网设备-线缆部件及其他
603551,603551.SH,17,家用电器-厨卫电器-厨卫电器Ⅲ
601718,601718.SH,22,纺织服饰-服装家纺-服装
603199,603199.SH,17,社会服务-旅游及酒店-自然景点
002216,002216.SZ,33,食品饮料-食品加工制造-预加工食品
002518,002518.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
688087,688087.SH,17,基础化工-塑料制品-其他塑料制品
920876,920876.BJ,151,电子-消费电子-消费电子零部件及组装
002820,002820.SZ,33,食品饮料-食品加工制造-休闲食品
603103,603103.SH,17,传媒-影视院线-影视院线Ⅲ
300817,300817.SZ,33,机械设备-通用设备-金属制品
688584,688584.SH,17,电子-半导体-半导体材料
300757,300757.SZ,33,机械设备-自动化设备-其他自动化设备
601211,601211.SH,17,非银金融-证券-证券Ⅲ
603660,603660.SH,17,计算机-计算机设备-其他计算机设备
600057,600057.SH,17,交通运输-物流-物流Ⅲ
301611,301611.SZ,33,电子-半导体-半导体材料
300407,300407.SZ,33,电力设备-电网设备-电气自控设备
002986,002986.SZ,33,石油石化-石油加工贸易-石油加工
300628,300628.SZ,33,通信-通信设备-通信终端及配件
600054,600054.SH,17,社会服务-旅游及酒店-自然景点
601288,601288.SH,17,银行-银行-国有大型银行
688981,688981.SH,17,电子-半导体-集成电路制造
603075,603075.SH,17,家用电器-白色家电-家电零部件
300454,300454.SZ,33,计算机-软件开发-横向通用软件
601158,601158.SH,17,环保-环境治理-水务及水治理
688590,688590.SH,17,计算机-软件开发-垂直应用软件
301607,301607.SZ,33,汽车-汽车零部件-汽车电子电气系统
300608,300608.SZ,33,计算机-软件开发-垂直应用软件
688325,688325.SH,17,电子-半导体-模拟芯片设计
603565,603565.SH,17,交通运输-港口航运-航运
688435,688435.SH,17,计算机-软件开发-横向通用软件
001227,001227.SZ,33,银行-银行-城商行
300571,300571.SZ,33,通信-通信服务-通信应用增值服务
002633,002633.SZ,33,机械设备-通用设备-金属制品
600901,600901.SH,17,非银金融-多元金融-多元金融Ⅲ
301096,301096.SZ,33,医药生物-医疗服务-医疗研发外包
601633,601633.SH,17,汽车-汽车整车-乘用车
601601,601601.SH,17,非银金融-保险-保险Ⅲ
002032,002032.SZ,33,家用电器-小家电-小家电Ⅲ
603206,603206.SH,17,通信-通信服务-通信工程及服务
300853,300853.SZ,33,机械设备-自动化设备-机器人
601881,601881.SH,17,非银金融-证券-证券Ⅲ
603889,603889.SH,17,纺织服饰-纺织制造-其他纺织
603926,603926.SH,17,汽车-汽车零部件-底盘与发动机系统
000869,000869.SZ,33,食品饮料-饮料制造-其他酒类
300521,300521.SZ,33,机械设备-专用设备-印刷包装机械
603333,603333.SH,17,电力设备-电网设备-线缆部件及其他
300510,300510.SZ,33,电力设备-电网设备-电气自控设备
300161,300161.SZ,33,机械设备-通用设备-机床工具
300591,300591.SZ,33,纺织服饰-服装家纺-鞋帽及其他
920885,920885.BJ,151,机械设备-自动化设备-工控设备
600137,600137.SH,17,纺织服饰-服装家纺-服装
601838,601838.SH,17,银行-银行-城商行
688318,688318.SH,17,计算机-软件开发-垂直应用软件
300487,300487.SZ,33,基础化工-塑料制品-合成树脂
000725,000725.SZ,33,电子-光学光电子-面板
603878,603878.SH,17,钢铁-钢铁-普钢
600075,600075.SH,17,基础化工-化学原料-氯碱
000028,000028.SZ,33,医药生物-医药商业-医药流通
002960,002960.SZ,33,机械设备-专用设备-楼宇设备
600079,600079.SH,22,医药生物-化学制药-化学制剂
300500,300500.SZ,33,建筑装饰-建筑装饰-工程咨询服务
920519,920519.BJ,151,基础化工-化学制品-其他化学制品
603071,603071.SH,17,公用事业-电力-热力
001208,001208.SZ,33,电力设备-电网设备-线缆部件及其他
600519,600519.SH,17,食品饮料-白酒-白酒Ⅲ
601233,601233.SH,17,基础化工-化学纤维-涤纶
600176,600176.SH,17,建筑材料-建筑材料-玻璃玻纤
920396,920396.BJ,151,机械设备-自动化设备-其他自动化设备
688486,688486.SH,17,电子-半导体-数字芯片设计
600825,600825.SH,17,传媒-文化传媒-出版
002171,002171.SZ,33,有色金属-工业金属-铜
003035,003035.SZ,33,公用事业-电力-电能综合服务
000430,000430.SZ,33,社会服务-旅游及酒店-自然景点
301297,301297.SZ,33,电子-半导体-半导体设备
600831,600831.SH,17,传媒-文化传媒-电视广播
300930,300930.SZ,33,有色金属-金属新材料-其他金属新材料
000698,000698.SZ,33,石油石化-石油加工贸易-石油加工
300187,300187.SZ,33,环保-环境治理-综合环境治理
600985,600985.SH,17,煤炭-煤炭开采加工-煤炭开采
001979,001979.SZ,33,房地产-房地产-商业地产
603619,603619.SH,17,石油石化-油气开采及服务-油气开采
001202,001202.SZ,33,交通运输-物流-物流Ⅲ
000685,000685.SZ,33,环保-环境治理-水务及水治理
002366,002366.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
600295,600295.SH,17,钢铁-钢铁-冶钢原料
002920,002920.SZ,33,汽车-汽车零部件-汽车电子电气系统
603018,603018.SH,17,建筑装饰-建筑装饰-工程咨询服务
600333,600333.SH,17,公用事业-燃气-燃气Ⅲ
600919,600919.SH,17,银行-银行-城商行
601099,601099.SH,17,非银金融-证券-证券Ⅲ
300827,300827.SZ,33,电力设备-光伏设备-逆变器
301329,301329.SZ,33,电子-消费电子-消费电子零部件及组装
600173,600173.SH,17,公用事业-电力-新能源发电
600582,600582.SH,17,机械设备-专用设备-能源及重型设备
300563,300563.SZ,33,通信-通信设备-通信线缆及配套
600535,600535.SH,17,医药生物-中药-中药Ⅲ
301557,301557.SZ,33,电力设备-风电设备-风电零部件
920566,920566.BJ,151,医药生物-化学制药-化学制剂
601933,601933.SH,17,商贸零售-零售-百货零售
301102,301102.SZ,33,传媒-文化传媒-广告营销
920060,920060.BJ,151,电子-元件-印制电路板
688439,688439.SH,17,国防军工-军工电子-军工电子Ⅲ
688321,688321.SH,17,医药生物-化学制药-化学制剂
002762,002762.SZ,33,纺织服饰-服装家纺-服装
300545,300545.SZ,33,电子-光学光电子-面板
002936,002936.SZ,33,银行-银行-城商行
003010,003010.SZ,33,商贸零售-互联网电商-互联网电商Ⅲ
000923,000923.SZ,33,钢铁-钢铁-冶钢原料
600131,600131.SH,17,计算机-IT服务-IT服务Ⅲ
000605,000605.SZ,33,环保-环境治理-水务及水治理
002979,002979.SZ,33,机械设备-自动化设备-机器人
600352,600352.SH,17,基础化工-化学制品-纺织化学用品
603193,603193.SH,17,美容护理-美容护理-个护用品
603729,603729.SH,22,传媒-文化传媒-广告营销
002072,002072.SZ,33,商贸零售-贸易-贸易Ⅲ
603190,603190.SH,17,汽车-汽车零部件-其他汽车零部件
002886,002886.SZ,33,基础化工-塑料制品-改性塑料
002050,002050.SZ,33,家用电器-白色家电-家电零部件
688189,688189.SH,17,医药生物-化学制药-化学制剂
600136,600136.SH,22,房地产-房地产-房地产服务
688085,688085.SH,17,医药生物-医疗器械-医疗耗材
000692,000692.SZ,33,公用事业-电力-热力
600452,600452.SH,17,公用事业-电力-电能综合服务
000059,000059.SZ,33,石油石化-石油加工贸易-石油加工
603110,603110.SH,17,基础化工-化学制品-涂料油墨
601390,601390.SH,17,建筑装饰-建筑装饰-基础建设
603345,603345.SH,17,食品饮料-食品加工制造-预加工食品
