code,market_code,股票代码,所属同花顺行业
300991,33,300991.SZ,电子-其他电子-其他电子Ⅲ
002128,33,002128.SZ,煤炭-煤炭开采加工-煤炭开采
600525,22,600525.SH,电力设备-电网设备-输变电设备
300123,33,300123.SZ,国防军工-军工电子-军工电子Ⅲ
603989,17,603989.SH,电子-元件-被动元件
301446,33,301446.SZ,机械设备-工程机械-工程机械Ⅲ
688127,17,688127.SH,电子-光学光电子-光学元件
920026,151,920026.BJ,机械设备-专用设备-其他专用设备
002037,33,002037.SZ,基础化工-化学制品-民爆用品
603389,17,603389.SH,轻工制造-家居用品-成品家居
603937,17,603937.SH,有色金属-工业金属-铝
600513,17,600513.SH,医药生物-化学制药-化学制剂
688079,17,688079.SH,电子-光学光电子-光学元件
603698,17,603698.SH,机械设备-专用设备-能源及重型设备
688629,17,688629.SH,国防军工-军工电子-军工电子Ⅲ
605599,17,605599.SH,纺织服饰-服装家纺-饰品
300527,33,300527.SZ,国防军工-军工装备-地面兵装
301156,33,301156.SZ,基础化工-化学制品-食品及饲料添加剂
605196,17,605196.SH,电力设备-电网设备-线缆部件及其他
688003,17,688003.SH,机械设备-自动化设备-其他自动化设备
603838,22,603838.SH,轻工制造-家居用品-其他家居用品
003026,33,003026.SZ,电子-半导体-半导体材料
000301,33,000301.SZ,石油石化-石油加工贸易-石油加工
603303,17,603303.SH,电子-光学光电子-LED
603890,17,603890.SH,电子-消费电子-消费电子零部件及组装
600833,17,600833.SH,医药生物-医药商业-药店
600251,17,600251.SH,农林牧渔-农产品加工-果蔬加工
920475,151,920475.BJ,机械设备-专用设备-其他专用设备
002122,33,002122.SZ,机械设备-通用设备-机床工具
300717,33,300717.SZ,基础化工-塑料制品-其他塑料制品
301077,33,301077.SZ,基础化工-化学制品-其他化学制品
002584,33,002584.SZ,电子-电子化学品-电子化学品Ⅲ
300835,33,300835.SZ,有色金属-金属新材料-磁性材料
300449,33,300449.SZ,计算机-计算机设备-安防设备
603283,17,603283.SH,机械设备-自动化设备-工控设备
002767,33,002767.SZ,机械设备-通用设备-仪器仪表
600287,17,600287.SH,商贸零售-贸易-贸易Ⅲ
688002,17,688002.SH,国防军工-军工电子-军工电子Ⅲ
002612,33,002612.SZ,美容护理-美容护理-医疗美容
600498,17,600498.SH,通信-通信设备-通信网络设备及器件
603687,17,603687.SH,轻工制造-包装印刷-包装
002432,33,002432.SZ,医药生物-医疗器械-医疗设备
300597,33,300597.SZ,通信-通信服务-通信工程及服务
603867,17,603867.SH,基础化工-化学制品-其他化学制品
300604,33,300604.SZ,电子-半导体-半导体设备
603051,17,603051.SH,基础化工-化学制品-其他化学制品
920179,151,920179.BJ,电子-半导体-半导体材料
688309,17,688309.SH,环保-环保设备-环保设备Ⅲ
300554,33,300554.SZ,机械设备-通用设备-磨具磨料
300826,33,300826.SZ,建筑装饰-建筑装饰-工程咨询服务
002856,33,002856.SZ,建筑装饰-建筑装饰-装饰园林
002652,33,002652.SZ,建筑材料-建筑材料-其他建材
301468,33,301468.SZ,机械设备-专用设备-其他专用设备
000985,33,000985.SZ,石油石化-石油加工贸易-石油加工
920885,151,920885.BJ,机械设备-自动化设备-工控设备
300608,33,300608.SZ,计算机-软件开发-垂直应用软件
688207,17,688207.SH,计算机-IT服务-IT服务Ⅲ
688601,17,688601.SH,电子-半导体-模拟芯片设计
002700,33,002700.SZ,公用事业-燃气-燃气Ⅲ
300395,33,300395.SZ,国防军工-军工装备-航空装备
300731,33,300731.SZ,基础化工-橡胶制品-其他橡胶制品
301041,33,301041.SZ,电子-元件-印制电路板
301387,33,301387.SZ,电子-消费电子-消费电子零部件及组装
300224,33,300224.SZ,有色金属-金属新材料-磁性材料
603978,17,603978.SH,有色金属-金属新材料-其他金属新材料
920175,151,920175.BJ,基础化工-非金属材料-非金属材料Ⅲ
001230,33,001230.SZ,环保-环境治理-固废治理
001314,33,001314.SZ,电子-消费电子-消费电子零部件及组装
600678,22,600678.SH,建筑材料-建筑材料-水泥
002064,33,002064.SZ,基础化工-化学纤维-氨纶
600048,17,600048.SH,房地产-房地产-住宅开发
002748,33,002748.SZ,基础化工-化学原料-氯碱
300599,33,300599.SZ,建筑材料-建筑材料-管材
600624,22,600624.SH,医药生物-化学制药-化学制剂
300429,33,300429.SZ,电子-电子化学品-电子化学品Ⅲ
301226,33,301226.SZ,机械设备-通用设备-其他通用设备
300923,33,300923.SZ,机械设备-轨交设备-轨交设备Ⅲ
600288,17,600288.SH,计算机-软件开发-横向通用软件
601011,17,601011.SH,煤炭-煤炭开采加工-煤炭开采
002222,33,002222.SZ,电子-光学光电子-光学元件
600428,17,600428.SH,交通运输-港口航运-航运
301408,33,301408.SZ,医药生物-医药商业-药店
002281,33,002281.SZ,通信-通信设备-通信网络设备及器件
688231,17,688231.SH,国防军工-军工装备-航空装备
301188,33,301188.SZ,医药生物-医疗器械-医疗耗材
000688,33,000688.SZ,有色金属-小金属-钼
300806,33,300806.SZ,基础化工-塑料制品-膜材料
603225,17,603225.SH,基础化工-化学纤维-涤纶
605198,17,605198.SH,食品饮料-饮料制造-软饮料
603688,17,603688.SH,基础化工-非金属材料-非金属材料Ⅲ
002354,33,002354.SZ,传媒-文化传媒-广告营销
920476,151,920476.BJ,机械设备-通用设备-仪器仪表
300649,33,300649.SZ,建筑装饰-建筑装饰-装饰园林
688558,17,688558.SH,机械设备-通用设备-机床工具
300936,33,300936.SZ,电子-元件-印制电路板
600203,17,600203.SH,电子-消费电子-消费电子零部件及组装
600791,17,600791.SH,房地产-房地产-住宅开发
600740,17,600740.SH,煤炭-煤炭开采加工-焦炭加工
688619,17,688619.SH,计算机-计算机设备-安防设备
300022,33,300022.SZ,商贸零售-零售-专业连锁
601088,17,601088.SH,煤炭-煤炭开采加工-煤炭开采
300879,33,300879.SZ,机械设备-专用设备-农用机械
001256,33,001256.SZ,机械设备-专用设备-印刷包装机械
300863,33,300863.SZ,汽车-汽车零部件-汽车电子电气系统
600449,17,600449.SH,建筑材料-建筑材料-水泥
603335,17,603335.SH,汽车-汽车零部件-轮胎轮毂
002388,33,002388.SZ,电子-其他电子-其他电子Ⅲ
920964,151,920964.BJ,农林牧渔-种植业与林业-农业综合
688510,17,688510.SH,国防军工-军工装备-航空装备
688156,17,688156.SH,农林牧渔-农产品加工-畜禽饲料
603789,22,603789.SH,机械设备-专用设备-农用机械
300136,33,300136.SZ,电子-消费电子-消费电子零部件及组装
688172,17,688172.SH,电子-半导体-分立器件
688089,22,688089.SH,基础化工-化学制品-食品及饲料添加剂
300263,33,300263.SZ,机械设备-通用设备-其他通用设备
000586,33,000586.SZ,通信-通信设备-通信线缆及配套
002861,33,002861.SZ,电子-消费电子-消费电子零部件及组装
300577,33,300577.SZ,纺织服饰-服装家纺-鞋帽及其他
301607,33,301607.SZ,汽车-汽车零部件-汽车电子电气系统
688143,17,688143.SH,通信-通信设备-通信线缆及配套
688234,17,688234.SH,电子-半导体-半导体材料
301591,33,301591.SZ,基础化工-塑料制品-其他塑料制品
688347,17,688347.SH,电子-半导体-集成电路制造
601369,17,601369.SH,机械设备-专用设备-能源及重型设备
600749,17,600749.SH,社会服务-旅游及酒店-自然景点
688489,17,688489.SH,计算机-计算机设备-安防设备
300243,33,300243.SZ,基础化工-塑料制品-其他塑料制品
600365,22,600365.SH,商贸零售-互联网电商-互联网电商Ⅲ
300736,33,300736.SZ,电子-其他电子-其他电子Ⅲ
002830,33,002830.SZ,建筑装饰-建筑装饰-装饰园林
603903,17,603903.SH,环保-环境治理-水务及水治理
300938,33,300938.SZ,社会服务-其他社会服务-专业服务
600561,17,600561.SH,交通运输-公路铁路运输-公交
688622,22,688622.SH,机械设备-通用设备-仪器仪表
603701,17,603701.SH,汽车-汽车零部件-底盘与发动机系统
002154,33,002154.SZ,纺织服饰-服装家纺-服装
600883,17,600883.SH,农林牧渔-种植业与林业-其他种植业
603097,17,603097.SH,电力设备-电网设备-输变电设备
300907,33,300907.SZ,电力设备-电机-电机Ⅲ
002001,33,002001.SZ,医药生物-化学制药-原料药
603920,17,603920.SH,电子-元件-印制电路板
600391,17,600391.SH,国防军工-军工装备-航空装备
300126,33,300126.SZ,机械设备-通用设备-其他通用设备
002301,33,002301.SZ,轻工制造-家居用品-文娱用品
603083,17,603083.SH,通信-通信设备-通信终端及配件
600359,17,600359.SH,农林牧渔-种植业与林业-其他种植业
300589,33,300589.SZ,国防军工-军工装备-航海装备
002762,33,002762.SZ,纺织服饰-服装家纺-服装
688551,17,688551.SH,电力设备-其他电源设备-其他电源设备Ⅲ
003004,33,003004.SZ,计算机-计算机设备-安防设备
688419,17,688419.SH,机械设备-专用设备-其他专用设备
605020,17,605020.SH,基础化工-化学制品-氟化工
301419,33,301419.SZ,通信-通信设备-通信网络设备及器件
300661,33,300661.SZ,电子-半导体-模拟芯片设计
000809,33,000809.SZ,电力设备-风电设备-风电零部件
002490,33,002490.SZ,机械设备-专用设备-能源及重型设备
000811,33,000811.SZ,机械设备-通用设备-制冷空调设备
920371,151,920371.BJ,农林牧渔-农产品加工-其他农产品加工
688329,17,688329.SH,机械设备-自动化设备-其他自动化设备
920942,151,920942.BJ,机械设备-工程机械-工程机械Ⅲ
300590,33,300590.SZ,通信-通信设备-通信终端及配件
301265,33,301265.SZ,环保-环境治理-固废治理
301246,33,301246.SZ,医药生物-化学制药-原料药
688307,17,688307.SH,电子-光学光电子-光学元件
688141,17,688141.SH,电子-半导体-模拟芯片设计
301008,33,301008.SZ,家用电器-白色家电-家电零部件
688173,17,688173.SH,电子-半导体-模拟芯片设计
000090,33,000090.SZ,房地产-房地产-住宅开发
300236,33,300236.SZ,电子-电子化学品-电子化学品Ⅲ
603316,17,603316.SH,电子-半导体-数字芯片设计
301636,33,301636.SZ,电力设备-光伏设备-光伏电池组件
688113,17,688113.SH,机械设备-专用设备-其他专用设备
002718,33,002718.SZ,建筑材料-建筑材料-其他建材
688668,17,688668.SH,通信-通信设备-通信网络设备及器件
002952,33,002952.SZ,电子-光学光电子-面板
600510,17,600510.SH,房地产-房地产-住宅开发
002046,33,002046.SZ,机械设备-通用设备-磨具磨料
002897,33,002897.SZ,通信-通信设备-通信网络设备及器件
605069,17,605069.SH,环保-环境治理-综合环境治理
605500,17,605500.SH,轻工制造-造纸-造纸Ⅲ
600617,17,600617.SH,公用事业-燃气-燃气Ⅲ
688458,17,688458.SH,电子-半导体-模拟芯片设计
002333,33,002333.SZ,建筑材料-建筑材料-其他建材
002803,33,002803.SZ,商贸零售-互联网电商-互联网电商Ⅲ
002841,33,002841.SZ,电子-消费电子-品牌消费电子
603505,17,603505.SH,基础化工-化学制品-氟化工
003011,33,003011.SZ,轻工制造-家居用品-瓷砖地板
688001,17,688001.SH,机械设备-专用设备-其他专用设备
603617,17,603617.SH,机械设备-通用设备-其他通用设备
300816,33,300816.SZ,汽车-汽车零部件-其他汽车零部件
300422,33,300422.SZ,环保-环境治理-水务及水治理
000048,33,000048.SZ,农林牧渔-养殖业-生猪养殖
603135,17,603135.SH,机械设备-专用设备-能源及重型设备
002355,33,002355.SZ,汽车-汽车零部件-轮胎轮毂
002328,33,002328.SZ,汽车-汽车零部件-其他汽车零部件
300902,33,300902.SZ,机械设备-专用设备-其他专用设备
603156,17,603156.SH,食品饮料-饮料制造-软饮料
000909,33,000909.SZ,房地产-房地产-产业地产
603177,17,603177.SH,环保-环境治理-大气治理
688683,17,688683.SH,电子-电子化学品-电子化学品Ⅲ
300684,33,300684.SZ,电子-电子化学品-电子化学品Ⅲ
603893,17,603893.SH,电子-半导体-数字芯片设计
002779,33,002779.SZ,机械设备-专用设备-农用机械
600028,17,600028.SH,石油石化-石油加工贸易-石油加工
605298,17,605298.SH,机械设备-轨交设备-轨交设备Ⅲ
300621,33,300621.SZ,建筑装饰-建筑装饰-装饰园林
603041,17,603041.SH,基础化工-化学制品-聚氨酯
603919,17,603919.SH,食品饮料-白酒-白酒Ⅲ
300517,33,300517.SZ,建筑装饰-建筑装饰-专业工程
002806,33,002806.SZ,汽车-汽车零部件-底盘与发动机系统
688663,17,688663.SH,电力设备-电网设备-电气自控设备
301311,33,301311.SZ,机械设备-通用设备-其他通用设备
600400,17,600400.SH,纺织服饰-服装家纺-服装
002955,33,002955.SZ,电子-光学光电子-面板
300543,33,300543.SZ,电子-消费电子-消费电子零部件及组装
300323,33,300323.SZ,电子-光学光电子-LED
002688,33,002688.SZ,农林牧渔-养殖业-动物保健
002787,33,002787.SZ,轻工制造-包装印刷-包装
600482,17,600482.SH,电力设备-其他电源设备-其他电源设备Ⅲ
920009,151,920009.BJ,医药生物-医疗器械-体外诊断
002132,33,002132.SZ,机械设备-通用设备-金属制品
301611,33,301611.SZ,电子-半导体-半导体材料
000633,33,000633.SZ,有色金属-金属新材料-其他金属新材料
300567,33,300567.SZ,机械设备-通用设备-仪器仪表
603211,17,603211.SH,汽车-汽车零部件-其他汽车零部件
301099,33,301099.SZ,电子-其他电子-其他电子Ⅲ
003042,33,003042.SZ,基础化工-农化制品-农药
688201,22,688201.SH,计算机-软件开发-横向通用软件
300687,33,300687.SZ,计算机-IT服务-IT服务Ⅲ
001260,33,001260.SZ,汽车-汽车零部件-车身附件及饰件
688428,17,688428.SH,医药生物-生物制品-其他生物制品
600257,17,600257.SH,医药生物-医疗服务-医院
601156,17,601156.SH,交通运输-物流-物流Ⅲ
920119,151,920119.BJ,电力设备-电池-锂电专用设备
001266,33,001266.SZ,机械设备-自动化设备-工控设备
603329,17,603329.SH,交通运输-物流-物流Ⅲ
600776,17,600776.SH,通信-通信设备-其他通信设备
300081,33,300081.SZ,通信-通信服务-通信应用增值服务
301520,33,301520.SZ,医药生物-医疗服务-医疗研发外包
605058,17,605058.SH,电子-元件-印制电路板
603929,17,603929.SH,建筑装饰-建筑装饰-专业工程
002144,33,002144.SZ,纺织服饰-纺织制造-其他纺织
603758,17,603758.SH,汽车-汽车零部件-底盘与发动机系统
603722,17,603722.SH,基础化工-化学制品-其他化学制品
300951,33,300951.SZ,电子-消费电子-消费电子零部件及组装
300819,33,300819.SZ,纺织服饰-纺织制造-其他纺织
301028,33,301028.SZ,机械设备-通用设备-其他通用设备
600316,17,600316.SH,国防军工-军工装备-航空装备
002403,33,002403.SZ,家用电器-小家电-小家电Ⅲ
600226,17,600226.SH,公用事业-电力-热力
603810,17,603810.SH,基础化工-农化制品-农药
301306,33,301306.SZ,社会服务-其他社会服务-专业服务
300161,33,300161.SZ,机械设备-通用设备-机床工具
688011,17,688011.SH,国防军工-军工电子-军工电子Ⅲ
300740,33,300740.SZ,美容护理-美容护理-化妆品
300865,33,300865.SZ,机械设备-专用设备-能源及重型设备
002155,33,002155.SZ,有色金属-贵金属-贵金属Ⅲ
300351,33,300351.SZ,机械设备-轨交设备-轨交设备Ⅲ
688125,17,688125.SH,机械设备-自动化设备-工控设备
301511,33,301511.SZ,电力设备-电池-锂电池
300563,33,300563.SZ,通信-通信设备-通信线缆及配套
300726,33,300726.SZ,国防军工-军工电子-军工电子Ⅲ
600493,17,600493.SH,纺织服饰-纺织制造-棉纺
001308,33,001308.SZ,电子-光学光电子-面板
688536,17,688536.SH,电子-半导体-模拟芯片设计
688010,17,688010.SH,电子-光学光电子-光学元件
688325,17,688325.SH,电子-半导体-模拟芯片设计
001259,33,001259.SZ,家用电器-小家电-小家电Ⅲ
920857,151,920857.BJ,电子-消费电子-消费电子零部件及组装
301291,33,301291.SZ,电力设备-电网设备-输变电设备
301062,33,301062.SZ,轻工制造-包装印刷-包装
920106,151,920106.BJ,汽车-汽车零部件-底盘与发动机系统
688401,17,688401.SH,电子-半导体-半导体材料
000663,33,000663.SZ,农林牧渔-种植业与林业-林业
688099,17,688099.SH,电子-半导体-数字芯片设计
002902,33,002902.SZ,通信-通信设备-通信网络设备及器件
688112,17,688112.SH,机械设备-通用设备-仪器仪表
920433,151,920433.BJ,医药生物-中药-中药Ⅲ
688691,17,688691.SH,电子-半导体-集成电路制造
603690,17,603690.SH,电子-半导体-半导体设备
002342,33,002342.SZ,机械设备-通用设备-金属制品
603038,17,603038.SH,建筑材料-建筑材料-其他建材
002177,33,002177.SZ,商贸零售-零售-商业物业经营
000576,33,000576.SZ,国防军工-军工装备-地面兵装
603458,17,603458.SH,建筑装饰-建筑装饰-工程咨询服务
300670,33,300670.SZ,电力设备-电网设备-输变电设备
300397,33,300397.SZ,国防军工-军工电子-军工电子Ⅲ
001206,33,001206.SZ,美容护理-美容护理-个护用品
301603,33,301603.SZ,机械设备-通用设备-机床工具
300786,33,300786.SZ,环保-环保设备-环保设备Ⅲ
003030,33,003030.SZ,农林牧渔-农产品加工-其他农产品加工
603326,17,603326.SH,轻工制造-家居用品-定制家居
300077,33,300077.SZ,电子-半导体-数字芯片设计
688719,17,688719.SH,电力设备-其他电源设备-其他电源设备Ⅲ
688046,17,688046.SH,医药生物-医疗服务-医疗研发外包
600259,17,600259.SH,有色金属-小金属-稀土
920088,151,920088.BJ,石油石化-油气开采及服务-油服工程
601155,17,601155.SH,房地产-房地产-商业地产
000970,33,000970.SZ,有色金属-金属新材料-磁性材料
600539,17,600539.SH,商贸零售-互联网电商-互联网电商Ⅲ
688337,17,688337.SH,机械设备-通用设备-仪器仪表
002055,33,002055.SZ,电子-消费电子-消费电子零部件及组装
605598,17,605598.SH,建筑装饰-建筑装饰-专业工程
688110,17,688110.SH,电子-半导体-数字芯片设计
000518,33,000518.SZ,医药生物-生物制品-其他生物制品
001324,33,001324.SZ,机械设备-轨交设备-轨交设备Ⅲ
300592,33,300592.SZ,商贸零售-互联网电商-互联网电商Ⅲ
688485,17,688485.SH,环保-环境治理-综合环境治理
002259,33,002259.SZ,公用事业-燃气-燃气Ⅲ
600769,17,600769.SH,环保-环境治理-水务及水治理
605180,17,605180.SH,纺织服饰-纺织制造-其他纺织
605005,17,605005.SH,汽车-汽车零部件-汽车电子电气系统
300102,33,300102.SZ,电子-光学光电子-LED
603633,17,603633.SH,汽车-汽车零部件-汽车电子电气系统
002965,33,002965.SZ,汽车-汽车零部件-其他汽车零部件
920081,151,920081.BJ,家用电器-小家电-小家电Ⅲ
688455,17,688455.SH,机械设备-通用设备-其他通用设备
000972,33,000972.SZ,农林牧渔-农产品加工-果蔬加工
300656,33,300656.SZ,电子-其他电子-其他电子Ⅲ
301233,33,301233.SZ,汽车-汽车零部件-底盘与发动机系统
920720,151,920720.BJ,汽车-汽车零部件-其他汽车零部件
002141,33,002141.SZ,电子-元件-印制电路板
300861,33,300861.SZ,机械设备-通用设备-磨具磨料
603808,17,603808.SH,纺织服饰-服装家纺-服装
301183,33,301183.SZ,电子-光学光电子-光学元件
600460,17,600460.SH,电子-半导体-模拟芯片设计
603527,17,603527.SH,有色金属-工业金属-铜
002809,33,002809.SZ,基础化工-化学制品-其他化学制品
002205,33,002205.SZ,建筑材料-建筑材料-水泥
000547,33,000547.SZ,国防军工-军工电子-军工电子Ⅲ
603284,17,603284.SH,轻工制造-造纸-造纸Ⅲ
603339,17,603339.SH,机械设备-通用设备-金属制品
603006,17,603006.SH,交通运输-物流-物流Ⅲ
920579,151,920579.BJ,机械设备-自动化设备-机器人
600160,17,600160.SH,基础化工-化学制品-氟化工
300771,33,300771.SZ,计算机-计算机设备-其他计算机设备
688163,17,688163.SH,医药生物-生物制品-血液制品
000713,33,000713.SZ,农林牧渔-种植业与林业-种子生产
002969,33,002969.SZ,轻工制造-包装印刷-包装
603125,17,603125.SH,基础化工-化学制品-其他化学制品
605288,17,605288.SH,机械设备-自动化设备-工控设备
603036,17,603036.SH,机械设备-专用设备-能源及重型设备
603015,17,603015.SH,机械设备-自动化设备-工控设备
002802,33,002802.SZ,基础化工-化学制品-其他化学制品
002029,33,002029.SZ,纺织服饰-服装家纺-服装
300559,33,300559.SZ,计算机-软件开发-垂直应用软件
301633,33,301633.SZ,机械设备-自动化设备-工控设备
603596,17,603596.SH,汽车-汽车零部件-底盘与发动机系统
301517,33,301517.SZ,国防军工-军工电子-军工电子Ⅲ
300148,33,300148.SZ,传媒-文化传媒-出版
300751,33,300751.SZ,电力设备-光伏设备-光伏加工设备
603010,17,603010.SH,基础化工-化学制品-其他化学制品
002947,33,002947.SZ,电子-消费电子-消费电子零部件及组装
688266,17,688266.SH,医药生物-化学制药-化学制剂
301389,33,301389.SZ,电子-消费电子-消费电子零部件及组装
300112,33,300112.SZ,机械设备-通用设备-仪器仪表
000960,33,000960.SZ,有色金属-小金属-其他小金属
600648,17,600648.SH,房地产-房地产-产业地产
600980,17,600980.SH,机械设备-专用设备-能源及重型设备
301566,33,301566.SZ,电子-元件-被动元件
002725,33,002725.SZ,汽车-汽车零部件-轮胎轮毂
605007,17,605007.SH,轻工制造-造纸-造纸Ⅲ
603065,17,603065.SH,基础化工-化学制品-其他化学制品
002248,33,002248.SZ,机械设备-通用设备-机床工具
300813,33,300813.SZ,机械设备-专用设备-其他专用设备
301269,33,301269.SZ,计算机-软件开发-垂直应用软件
688686,17,688686.SH,机械设备-自动化设备-其他自动化设备
600389,17,600389.SH,基础化工-农化制品-农药
300730,33,300730.SZ,计算机-软件开发-垂直应用软件
605255,17,605255.SH,汽车-汽车零部件-底盘与发动机系统
688755,17,688755.SH,机械设备-专用设备-其他专用设备
002105,33,002105.SZ,汽车-汽车服务及其他-其他运输设备
688021,17,688021.SH,汽车-汽车零部件-其他汽车零部件
301019,33,301019.SZ,基础化工-塑料制品-其他塑料制品
600702,17,600702.SH,食品饮料-白酒-白酒Ⅲ
603272,22,603272.SH,轻工制造-家居用品-其他家居用品
002835,33,002835.SZ,计算机-计算机设备-安防设备
603995,17,603995.SH,钢铁-钢铁-特钢
603788,17,603788.SH,汽车-汽车零部件-底盘与发动机系统
301020,33,301020.SZ,汽车-汽车零部件-底盘与发动机系统
920974,151,920974.BJ,基础化工-化学制品-其他化学制品
002591,33,002591.SZ,基础化工-化学制品-其他化学制品
920132,151,920132.BJ,轻工制造-家居用品-成品家居
002024,33,002024.SZ,商贸零售-互联网电商-互联网电商Ⅲ
600282,17,600282.SH,钢铁-钢铁-特钢
920055,151,920055.BJ,汽车-汽车零部件-底盘与发动机系统
600545,17,600545.SH,机械设备-专用设备-纺织服装设备
002986,33,002986.SZ,石油石化-石油加工贸易-石油加工
688627,17,688627.SH,机械设备-专用设备-其他专用设备
300547,33,300547.SZ,汽车-汽车零部件-底盘与发动机系统
600990,17,600990.SH,国防军工-军工电子-军工电子Ⅲ
600777,17,600777.SH,石油石化-油气开采及服务-油气开采
300658,33,300658.SZ,美容护理-美容护理-个护用品
002492,33,002492.SZ,交通运输-物流-物流Ⅲ
603011,17,603011.SH,机械设备-专用设备-其他专用设备
002418,33,002418.SZ,家用电器-白色家电-家电零部件
600084,22,600084.SH,食品饮料-饮料制造-其他酒类
000798,33,000798.SZ,农林牧渔-养殖业-海洋捕捞
688502,17,688502.SH,电子-光学光电子-光学元件
002453,33,002453.SZ,基础化工-化学制品-其他化学制品
688035,17,688035.SH,电子-电子化学品-电子化学品Ⅲ
920725,151,920725.BJ,机械设备-通用设备-磨具磨料
002909,33,002909.SZ,基础化工-化学制品-有机硅
300163,33,300163.SZ,轻工制造-家居用品-其他家居用品
300352,33,300352.SZ,计算机-软件开发-横向通用软件
600110,17,600110.SH,电力设备-电池-锂电池
600807,17,600807.SH,医药生物-医疗器械-体外诊断
001979,33,001979.SZ,房地产-房地产-商业地产
603778,17,603778.SH,电力设备-光伏设备-光伏电池组件
603120,17,603120.SH,基础化工-化学制品-其他化学制品
688312,17,688312.SH,机械设备-自动化设备-其他自动化设备
920407,151,920407.BJ,机械设备-通用设备-仪器仪表
600802,17,600802.SH,建筑材料-建筑材料-水泥
301567,33,301567.SZ,电子-消费电子-消费电子零部件及组装
002213,33,002213.SZ,电子-半导体-数字芯片设计
605589,17,605589.SH,基础化工-塑料制品-合成树脂
600108,17,600108.SH,农林牧渔-种植业与林业-其他种植业
300594,33,300594.SZ,机械设备-轨交设备-轨交设备Ⅲ
002863,33,002863.SZ,汽车-汽车零部件-轮胎轮毂
600724,17,600724.SH,房地产-房地产-商业地产
301391,33,301391.SZ,计算机-计算机设备-其他计算机设备
002805,33,002805.SZ,电力设备-电池-电池化学品
002455,33,002455.SZ,基础化工-化学制品-其他化学制品
600097,17,600097.SH,农林牧渔-养殖业-海洋捕捞
300512,33,300512.SZ,机械设备-专用设备-印刷包装机械
301282,33,301282.SZ,电子-元件-印制电路板
301577,33,301577.SZ,通信-通信设备-通信网络设备及器件
603226,17,603226.SH,轻工制造-家居用品-瓷砖地板
002747,33,002747.SZ,机械设备-自动化设备-机器人
603393,17,603393.SH,石油石化-油气开采及服务-油气开采
002822,33,002822.SZ,房地产-房地产-房地产服务
601598,17,601598.SH,交通运输-物流-物流Ⅲ
000552,33,000552.SZ,煤炭-煤炭开采加工-煤炭开采
300354,33,300354.SZ,机械设备-通用设备-仪器仪表
300479,33,300479.SZ,计算机-计算机设备-其他计算机设备
601233,17,601233.SH,基础化工-化学纤维-涤纶
000823,33,000823.SZ,电子-元件-印制电路板
920821,151,920821.BJ,电子-元件-印制电路板
002949,33,002949.SZ,建筑装饰-建筑装饰-工程咨询服务
002775,33,002775.SZ,建筑装饰-建筑装饰-装饰园林
300401,33,300401.SZ,医药生物-化学制药-原料药
300773,33,300773.SZ,非银金融-多元金融-多元金融Ⅲ
001270,33,001270.SZ,国防军工-军工电子-军工电子Ⅲ
002910,33,002910.SZ,食品饮料-饮料制造-乳品
688210,17,688210.SH,电子-消费电子-消费电子零部件及组装
688080,17,688080.SH,通信-通信设备-其他通信设备
300205,33,300205.SZ,通信-通信设备-通信终端及配件
300802,33,300802.SZ,机械设备-自动化设备-其他自动化设备
002012,33,002012.SZ,轻工制造-造纸-造纸Ⅲ
300415,33,300415.SZ,机械设备-专用设备-其他专用设备
300440,33,300440.SZ,计算机-IT服务-IT服务Ⅲ
301149,33,301149.SZ,基础化工-化学制品-其他化学制品
300030,33,300030.SZ,医药生物-医疗器械-医疗设备
301212,33,301212.SZ,基础化工-化学制品-其他化学制品
301258,33,301258.SZ,医药生物-化学制药-原料药
300672,33,300672.SZ,电子-半导体-数字芯片设计
300580,33,300580.SZ,汽车-汽车零部件-底盘与发动机系统
600099,17,600099.SH,汽车-汽车服务及其他-其他运输设备
300694,33,300694.SZ,汽车-汽车零部件-底盘与发动机系统
003003,33,003003.SZ,轻工制造-包装印刷-包装
603231,17,603231.SH,农林牧渔-农产品加工-粮油加工
300382,33,300382.SZ,机械设备-专用设备-其他专用设备
002494,33,002494.SZ,纺织服饰-服装家纺-服装
002456,33,002456.SZ,电子-光学光电子-光学元件
688147,17,688147.SH,电子-半导体-半导体设备
688301,17,688301.SH,医药生物-医疗器械-医疗设备
600692,17,600692.SH,房地产-房地产-住宅开发
603213,17,603213.SH,基础化工-化学原料-氯碱
688588,17,688588.SH,计算机-软件开发-垂直应用软件
300970,33,300970.SZ,农林牧渔-种植业与林业-其他种植业
002290,33,002290.SZ,家用电器-白色家电-家电零部件
603089,17,603089.SH,汽车-汽车零部件-底盘与发动机系统
601939,17,601939.SH,银行-银行-国有大型银行
301100,33,301100.SZ,基础化工-化学制品-其他化学制品
300631,33,300631.SZ,环保-环保设备-环保设备Ⅲ
688152,17,688152.SH,计算机-软件开发-横向通用软件
920262,151,920262.BJ,纺织服饰-服装家纺-家纺
000045,33,000045.SZ,电子-光学光电子-面板
000698,33,000698.SZ,石油石化-石油加工贸易-石油加工
688386,17,688386.SH,基础化工-塑料制品-膜材料
002098,33,002098.SZ,纺织服饰-纺织制造-辅料
000029,33,000029.SZ,房地产-房地产-住宅开发
301279,33,301279.SZ,机械设备-工程机械-工程机械Ⅲ
603969,17,603969.SH,机械设备-通用设备-金属制品
688126,17,688126.SH,电子-半导体-半导体材料
