股票代码,market_code,code,所属同花顺行业
002295.SZ,33,002295,有色金属-工业金属-铜
002058.SZ,33,002058,电力设备-电池-电池化学品
300107.SZ,33,300107,基础化工-化学制品-纺织化学用品
002496.SZ,33,002496,基础化工-农化制品-农药
300189.SZ,33,300189,农林牧渔-种植业与林业-种子生产
300796.SZ,33,300796,基础化工-农化制品-农药
301429.SZ,33,301429,建筑材料-建筑材料-其他建材
601133.SH,17,601133,建筑装饰-建筑装饰-专业工程
300727.SZ,33,300727,基础化工-化学制品-有机硅
002907.SZ,33,002907,医药生物-中药-中药Ⅲ
600760.SH,17,600760,国防军工-军工装备-航空装备
603050.SH,17,603050,电力设备-电网设备-电气自控设备
600067.SH,17,600067,电力设备-电网设备-线缆部件及其他
300412.SZ,33,300412,机械设备-专用设备-其他专用设备
601096.SH,17,601096,电力设备-电网设备-线缆部件及其他
600857.SH,17,600857,商贸零售-零售-百货零售
301010.SZ,33,301010,建筑材料-建筑材料-其他建材
000159.SZ,33,000159,电力设备-光伏设备-光伏辅材
002736.SZ,33,002736,非银金融-证券-证券Ⅲ
688505.SH,17,688505,医药生物-化学制药-化学制剂
301180.SZ,33,301180,电子-消费电子-消费电子零部件及组装
600309.SH,17,600309,基础化工-化学制品-聚氨酯
603777.SH,17,603777,食品饮料-食品加工制造-休闲食品
301519.SZ,33,301519,环保-环境治理-水务及水治理
002909.SZ,33,002909,基础化工-化学制品-有机硅
300185.SZ,33,300185,电力设备-风电设备-风电零部件
600320.SH,17,600320,机械设备-专用设备-能源及重型设备
600426.SH,17,600426,基础化工-农化制品-氮肥
688025.SH,17,688025,机械设备-自动化设备-激光设备
600219.SH,17,600219,有色金属-工业金属-铝
600765.SH,17,600765,国防军工-军工装备-航空装备
000995.SZ,33,000995,食品饮料-白酒-白酒Ⅲ
300968.SZ,33,300968,电子-消费电子-消费电子零部件及组装
002420.SZ,33,002420,综合-综合-综合Ⅲ
920718.BJ,151,920718,家用电器-白色家电-家电零部件
002181.SZ,33,002181,传媒-文化传媒-出版
300453.SZ,33,300453,医药生物-医疗器械-医疗耗材
600560.SH,17,600560,机械设备-专用设备-能源及重型设备
300778.SZ,33,300778,建筑装饰-建筑装饰-工程咨询服务
920261.BJ,151,920261,基础化工-化学制品-聚氨酯
000656.SZ,33,000656,房地产-房地产-住宅开发
600232.SH,17,600232,纺织服饰-纺织制造-其他纺织
603895.SH,17,603895,机械设备-专用设备-其他专用设备
301048.SZ,33,301048,机械设备-轨交设备-轨交设备Ⅲ
000728.SZ,33,000728,非银金融-证券-证券Ⅲ
605033.SH,17,605033,基础化工-农化制品-农药
920066.BJ,151,920066,基础化工-塑料制品-改性塑料
300922.SZ,33,300922,国防军工-军工装备-地面兵装
301117.SZ,33,301117,计算机-计算机设备-安防设备
301428.SZ,33,301428,通信-通信服务-通信应用增值服务
603126.SH,17,603126,环保-环境治理-固废治理
002425.SZ,33,002425,传媒-游戏-游戏Ⅲ
000032.SZ,33,000032,建筑装饰-建筑装饰-专业工程
300647.SZ,33,300647,电子-消费电子-消费电子零部件及组装
001395.SZ,33,001395,机械设备-专用设备-其他专用设备
300872.SZ,33,300872,计算机-IT服务-IT服务Ⅲ
600328.SH,17,600328,基础化工-化学原料-无机盐
000567.SZ,33,000567,非银金融-多元金融-多元金融Ⅲ
300622.SZ,33,300622,商贸零售-零售-专业连锁
002183.SZ,33,002183,商贸零售-贸易-贸易Ⅲ
002997.SZ,33,002997,汽车-汽车零部件-其他汽车零部件
920810.BJ,151,920810,机械设备-专用设备-印刷包装机械
300880.SZ,33,300880,电力设备-电网设备-电气自控设备
688581.SH,17,688581,医药生物-医疗器械-医疗耗材
688509.SH,17,688509,计算机-IT服务-IT服务Ⅲ
603590.SH,17,603590,医药生物-生物制品-其他生物制品
002163.SZ,33,002163,建筑装饰-建筑装饰-装饰园林
003039.SZ,33,003039,环保-环境治理-水务及水治理
688515.SH,17,688515,电子-半导体-模拟芯片设计
002115.SZ,33,002115,通信-通信服务-通信工程及服务
002052.SZ,33,002052,电力设备-其他电源设备-其他电源设备Ⅲ
688512.SH,17,688512,电子-半导体-模拟芯片设计
002780.SZ,33,002780,纺织服饰-服装家纺-服装
300515.SZ,33,300515,机械设备-通用设备-仪器仪表
920022.BJ,151,920022,汽车-汽车零部件-底盘与发动机系统
603679.SH,17,603679,电子-光学光电子-LED
688348.SH,17,688348,电力设备-光伏设备-逆变器
920351.BJ,151,920351,交通运输-物流-物流Ⅲ
600982.SH,17,600982,公用事业-电力-热力
600207.SH,17,600207,电力设备-光伏设备-光伏辅材
002053.SZ,33,002053,公用事业-电力-新能源发电
300125.SZ,33,300125,公用事业-电力-新能源发电
688681.SH,17,688681,电力设备-电网设备-电气自控设备
300933.SZ,33,300933,电力设备-电网设备-线缆部件及其他
301311.SZ,33,301311,机械设备-通用设备-其他通用设备
603969.SH,17,603969,机械设备-通用设备-金属制品
001386.SZ,33,001386,轻工制造-家居用品-瓷砖地板
300722.SZ,33,300722,国防军工-军工装备-航天装备
301503.SZ,33,301503,计算机-计算机设备-其他计算机设备
301178.SZ,33,301178,计算机-IT服务-IT服务Ⅲ
301502.SZ,33,301502,电力设备-电机-电机Ⅲ
603886.SH,17,603886,食品饮料-食品加工制造-休闲食品
603188.SH,17,603188,基础化工-化学制品-纺织化学用品
001238.SZ,33,001238,轻工制造-家居用品-其他家居用品
603321.SH,17,603321,机械设备-专用设备-楼宇设备
301083.SZ,33,301083,机械设备-通用设备-其他通用设备
600999.SH,17,600999,非银金融-证券-证券Ⅲ
300096.SZ,33,300096,计算机-软件开发-垂直应用软件
920415.BJ,151,920415,计算机-软件开发-垂直应用软件
300122.SZ,33,300122,医药生物-生物制品-疫苗
300699.SZ,33,300699,国防军工-军工装备-航空装备
300270.SZ,33,300270,计算机-计算机设备-安防设备
300381.SZ,33,300381,医药生物-化学制药-原料药
688092.SH,17,688092,机械设备-专用设备-其他专用设备
002526.SZ,33,002526,机械设备-专用设备-能源及重型设备
001389.SZ,33,001389,电子-元件-印制电路板
603995.SH,17,603995,钢铁-钢铁-特钢
300790.SZ,33,300790,计算机-计算机设备-安防设备
300615.SZ,33,300615,通信-通信设备-通信终端及配件
000099.SZ,33,000099,交通运输-机场航运-航空运输
301090.SZ,33,301090,基础化工-塑料制品-其他塑料制品
600310.SH,17,600310,公用事业-电力-电能综合服务
920242.BJ,151,920242,汽车-汽车零部件-底盘与发动机系统
002483.SZ,33,002483,机械设备-专用设备-能源及重型设备
920768.BJ,151,920768,家用电器-白色家电-家电零部件
300126.SZ,33,300126,机械设备-通用设备-其他通用设备
300743.SZ,33,300743,计算机-计算机设备-其他计算机设备
002337.SZ,33,002337,机械设备-专用设备-其他专用设备
600506.SH,17,600506,石油石化-石油加工贸易-石油加工
600030.SH,17,600030,非银金融-证券-证券Ⅲ
301632.SZ,33,301632,社会服务-其他社会服务-专业服务
688659.SH,17,688659,基础化工-化学制品-其他化学制品
688517.SH,17,688517,电力设备-电网设备-输变电设备
002208.SZ,33,002208,房地产-房地产-住宅开发
300970.SZ,33,300970,农林牧渔-种植业与林业-其他种植业
688677.SH,17,688677,医药生物-医疗器械-医疗设备
601002.SH,17,601002,机械设备-通用设备-金属制品
600099.SH,17,600099,汽车-汽车服务及其他-其他运输设备
601877.SH,17,601877,电力设备-电网设备-输变电设备
600298.SH,17,600298,食品饮料-食品加工制造-调味发酵品
688597.SH,17,688597,电力设备-电网设备-电气自控设备
002444.SZ,33,002444,机械设备-通用设备-其他通用设备
601112.SH,17,601112,建筑材料-建筑材料-玻璃玻纤
000009.SZ,33,000009,电力设备-电池-电池化学品
920346.BJ,151,920346,电子-消费电子-消费电子零部件及组装
300142.SZ,33,300142,医药生物-生物制品-疫苗
688198.SH,17,688198,医药生物-医疗器械-医疗耗材
920566.BJ,151,920566,医药生物-化学制药-化学制剂
002451.SZ,33,002451,电力设备-电网设备-线缆部件及其他
301559.SZ,33,301559,机械设备-通用设备-金属制品
688562.SH,17,688562,计算机-软件开发-垂直应用软件
300565.SZ,33,300565,通信-通信设备-通信网络设备及器件
000716.SZ,33,000716,食品饮料-食品加工制造-休闲食品
000683.SZ,33,000683,基础化工-化学原料-纯碱
603656.SH,17,603656,机械设备-专用设备-其他专用设备
001217.SZ,33,001217,基础化工-化学原料-其他化学原料
600665.SH,17,600665,房地产-房地产-住宅开发
002586.SZ,33,002586,建筑装饰-建筑装饰-基础建设
688356.SH,17,688356,医药生物-化学制药-原料药
688355.SH,17,688355,机械设备-通用设备-金属制品
688606.SH,17,688606,医药生物-医疗器械-体外诊断
300334.SZ,33,300334,基础化工-塑料制品-膜材料
600444.SH,17,600444,机械设备-专用设备-其他专用设备
688370.SH,17,688370,环保-环境治理-固废治理
920433.BJ,151,920433,医药生物-中药-中药Ⅲ
603277.SH,17,603277,机械设备-通用设备-制冷空调设备
600721.SH,17,600721,医药生物-医疗服务-医疗研发外包
688211.SH,17,688211,机械设备-通用设备-其他通用设备
920670.BJ,151,920670,医药生物-医疗服务-其他医疗服务
002042.SZ,33,002042,纺织服饰-纺织制造-棉纺
300935.SZ,33,300935,计算机-软件开发-垂直应用软件
002813.SZ,33,002813,汽车-汽车零部件-汽车电子电气系统
603060.SH,17,603060,社会服务-其他社会服务-专业服务
301179.SZ,33,301179,电力设备-电网设备-电气自控设备
301363.SZ,33,301363,医药生物-医疗器械-医疗设备
002917.SZ,33,002917,基础化工-化学制品-民爆用品
001277.SZ,33,001277,机械设备-专用设备-能源及重型设备
003035.SZ,33,003035,公用事业-电力-电能综合服务
002566.SZ,33,002566,医药生物-中药-中药Ⅲ
002259.SZ,33,002259,公用事业-燃气-燃气Ⅲ
002454.SZ,33,002454,汽车-汽车零部件-汽车电子电气系统
300480.SZ,33,300480,机械设备-专用设备-能源及重型设备
002185.SZ,33,002185,电子-半导体-集成电路封测
300929.SZ,33,300929,环保-环境治理-水务及水治理
601231.SH,17,601231,电子-消费电子-消费电子零部件及组装
600218.SH,17,600218,汽车-汽车零部件-底盘与发动机系统
603486.SH,17,603486,家用电器-小家电-小家电Ⅲ
600748.SH,17,600748,房地产-房地产-住宅开发
600573.SH,17,600573,食品饮料-饮料制造-啤酒
688793.SH,17,688793,家用电器-小家电-小家电Ⅲ
002811.SZ,33,002811,建筑装饰-建筑装饰-工程咨询服务
688281.SH,17,688281,国防军工-军工装备-航空装备
920005.BJ,151,920005,电子-消费电子-消费电子零部件及组装
920856.BJ,151,920856,机械设备-专用设备-其他专用设备
603086.SH,17,603086,基础化工-农化制品-农药
600611.SH,17,600611,交通运输-公路铁路运输-公交
000993.SZ,33,000993,公用事业-电力-水电
920121.BJ,151,920121,轻工制造-包装印刷-包装
600316.SH,17,600316,国防军工-军工装备-航空装备
002597.SZ,33,002597,基础化工-化学制品-食品及饲料添加剂
920946.BJ,151,920946,医药生物-化学制药-原料药
603739.SH,17,603739,基础化工-化学制品-食品及饲料添加剂
300551.SZ,33,300551,计算机-计算机设备-其他计算机设备
300609.SZ,33,300609,计算机-IT服务-IT服务Ⅲ
300916.SZ,33,300916,电子-消费电子-消费电子零部件及组装
920191.BJ,151,920191,建筑材料-建筑材料-耐火材料
301172.SZ,33,301172,计算机-IT服务-IT服务Ⅲ
688399.SH,17,688399,医药生物-医疗器械-体外诊断
688679.SH,17,688679,环保-环境治理-固废治理
603602.SH,17,603602,传媒-文化传媒-广告营销
605116.SH,17,605116,医药生物-化学制药-原料药
603079.SH,17,603079,基础化工-化学制品-食品及饲料添加剂
920873.BJ,151,920873,建筑装饰-建筑装饰-工程咨询服务
688357.SH,17,688357,基础化工-化学制品-其他化学制品
600877.SH,17,600877,电子-半导体-模拟芯片设计
920834.BJ,151,920834,基础化工-橡胶制品-其他橡胶制品
688251.SH,17,688251,机械设备-通用设备-其他通用设备
605003.SH,17,605003,纺织服饰-服装家纺-家纺
600230.SH,17,600230,基础化工-化学制品-聚氨酯
600456.SH,17,600456,有色金属-小金属-其他小金属
300906.SZ,33,300906,机械设备-轨交设备-轨交设备Ⅲ
002766.SZ,33,002766,汽车-汽车零部件-汽车电子电气系统
603409.SH,17,603409,汽车-汽车零部件-车身附件及饰件
002298.SZ,33,002298,电力设备-电网设备-输变电设备
688279.SH,17,688279,电子-半导体-数字芯片设计
300543.SZ,33,300543,电子-消费电子-消费电子零部件及组装
605177.SH,17,605177,医药生物-化学制药-原料药
603163.SH,17,603163,建筑装饰-建筑装饰-专业工程
002144.SZ,33,002144,纺织服饰-纺织制造-其他纺织
301037.SZ,33,301037,基础化工-化学制品-涂料油墨
920183.BJ,151,920183,电子-消费电子-品牌消费电子
688613.SH,17,688613,医药生物-医疗器械-医疗耗材
000059.SZ,33,000059,石油石化-石油加工贸易-石油加工
002825.SZ,33,002825,基础化工-塑料制品-其他塑料制品
600666.SH,17,600666,计算机-IT服务-IT服务Ⅲ
002992.SZ,33,002992,电子-光学光电子-LED
301062.SZ,33,301062,轻工制造-包装印刷-包装
001382.SZ,33,001382,电力设备-电网设备-线缆部件及其他
300006.SZ,33,300006,医药生物-化学制药-化学制剂
600645.SH,17,600645,医药生物-医疗器械-体外诊断
000400.SZ,33,000400,电力设备-电网设备-电气自控设备
301158.SZ,33,301158,机械设备-专用设备-能源及重型设备
300145.SZ,33,300145,机械设备-通用设备-其他通用设备
688727.SH,17,688727,电子-半导体-半导体材料
301298.SZ,33,301298,汽车-汽车零部件-其他汽车零部件
001366.SZ,33,001366,农林牧渔-农产品加工-畜禽饲料
920126.BJ,151,920126,机械设备-专用设备-能源及重型设备
603836.SH,17,603836,交通运输-物流-物流Ⅲ
603628.SH,17,603628,电力设备-光伏设备-光伏辅材
300080.SZ,33,300080,电力设备-光伏设备-光伏辅材
603682.SH,17,603682,商贸零售-零售-商业物业经营
688533.SH,17,688533,汽车-汽车零部件-汽车电子电气系统
301302.SZ,33,301302,国防军工-军工电子-军工电子Ⅲ
603565.SH,17,603565,交通运输-港口航运-航运
603755.SH,17,603755,食品饮料-食品加工制造-调味发酵品
003006.SZ,33,003006,美容护理-美容护理-个护用品
600733.SH,17,600733,汽车-汽车整车-乘用车
603606.SH,17,603606,电力设备-电网设备-线缆部件及其他
600903.SH,17,600903,公用事业-燃气-燃气Ⅲ
600595.SH,17,600595,有色金属-工业金属-铝
688563.SH,17,688563,国防军工-军工装备-航空装备
601608.SH,17,601608,机械设备-专用设备-能源及重型设备
603811.SH,17,603811,医药生物-化学制药-化学制剂
920547.BJ,151,920547,医药生物-化学制药-原料药
600719.SH,17,600719,公用事业-电力-热力
600969.SH,17,600969,公用事业-电力-电能综合服务
002809.SZ,33,002809,基础化工-化学制品-其他化学制品
301399.SZ,33,301399,机械设备-通用设备-制冷空调设备
002651.SZ,33,002651,国防军工-军工装备-航空装备
300077.SZ,33,300077,电子-半导体-数字芯片设计
601168.SH,17,601168,有色金属-工业金属-铜
605369.SH,17,605369,医药生物-医疗器械-医疗耗材
000712.SZ,33,000712,非银金融-证券-证券Ⅲ
003041.SZ,33,003041,纺织服饰-服装家纺-家纺
603206.SH,17,603206,通信-通信服务-通信工程及服务
600149.SH,17,600149,公用事业-电力-热力
301533.SZ,33,301533,机械设备-专用设备-农用机械
002111.SZ,33,002111,国防军工-军工装备-航空装备
300875.SZ,33,300875,国防军工-军工装备-地面兵装
600435.SH,17,600435,国防军工-军工装备-地面兵装
001379.SZ,33,001379,机械设备-通用设备-金属制品
300635.SZ,33,300635,建筑装饰-建筑装饰-工程咨询服务
603586.SH,17,603586,汽车-汽车零部件-底盘与发动机系统
300535.SZ,33,300535,基础化工-化学制品-其他化学制品
002529.SZ,33,002529,机械设备-专用设备-其他专用设备
605566.SH,17,605566,基础化工-化学制品-纺织化学用品
300583.SZ,33,300583,医药生物-化学制药-原料药
600751.SH,17,600751,交通运输-港口航运-航运
920260.BJ,151,920260,机械设备-自动化设备-其他自动化设备
600281.SH,17,600281,有色金属-小金属-其他小金属
000530.SZ,33,000530,机械设备-通用设备-制冷空调设备
688429.SH,17,688429,电力设备-光伏设备-光伏电池组件
300049.SZ,33,300049,医药生物-医疗器械-医疗设备
603216.SH,17,603216,轻工制造-家居用品-定制家居
688776.SH,17,688776,国防军工-军工电子-军工电子Ⅲ
603210.SH,17,603210,汽车-汽车零部件-其他汽车零部件
301024.SZ,33,301024,建筑装饰-建筑装饰-工程咨询服务
301376.SZ,33,301376,轻工制造-家居用品-成品家居
688686.SH,17,688686,机械设备-自动化设备-其他自动化设备
603982.SH,17,603982,汽车-汽车零部件-底盘与发动机系统
000659.SZ,33,000659,轻工制造-包装印刷-包装
600192.SH,17,600192,电力设备-电网设备-输变电设备
300405.SZ,33,300405,基础化工-化学制品-其他化学制品
600685.SH,17,600685,国防军工-军工装备-航海装备
601696.SH,17,601696,非银金融-证券-证券Ⅲ
301193.SZ,33,301193,轻工制造-家居用品-其他家居用品
002933.SZ,33,002933,国防军工-军工装备-航空装备
688177.SH,17,688177,医药生物-生物制品-其他生物制品
300326.SZ,33,300326,医药生物-医疗器械-医疗耗材
002862.SZ,33,002862,轻工制造-家居用品-文娱用品
920866.BJ,151,920866,基础化工-农化制品-农药
600702.SH,17,600702,食品饮料-白酒-白酒Ⅲ
603089.SH,17,603089,汽车-汽车零部件-底盘与发动机系统
301263.SZ,33,301263,医药生物-化学制药-化学制剂
688318.SH,17,688318,计算机-软件开发-垂直应用软件
301656.SZ,33,301656,汽车-汽车零部件-汽车电子电气系统
603297.SH,17,603297,电子-光学光电子-光学元件
603759.SH,17,603759,环保-环境治理-水务及水治理
600010.SH,17,600010,钢铁-钢铁-普钢
600623.SH,17,600623,基础化工-化学原料-煤化工
301601.SZ,33,301601,机械设备-专用设备-能源及重型设备
600137.SH,17,600137,纺织服饰-服装家纺-服装
688819.SH,17,688819,电力设备-电池-其他电池
002301.SZ,33,002301,轻工制造-家居用品-文娱用品
002076.SZ,33,002076,电子-光学光电子-LED
002127.SZ,33,002127,商贸零售-互联网电商-互联网电商Ⅲ
300599.SZ,33,300599,建筑材料-建筑材料-管材
605011.SH,17,605011,公用事业-电力-热力
301300.SZ,33,301300,基础化工-橡胶制品-炭黑
000720.SZ,33,000720,电力设备-电网设备-线缆部件及其他
600958.SH,17,600958,非银金融-证券-证券Ⅲ
301289.SZ,33,301289,社会服务-其他社会服务-专业服务
002901.SZ,33,002901,医药生物-医疗器械-医疗耗材
600072.SH,17,600072,电力设备-风电设备-风电整机
000735.SZ,33,000735,农林牧渔-养殖业-生猪养殖
300978.SZ,33,300978,汽车-汽车零部件-车身附件及饰件
605066.SH,17,605066,电力设备-电网设备-输变电设备
300826.SZ,33,300826,建筑装饰-建筑装饰-工程咨询服务
301387.SZ,33,301387,电子-消费电子-消费电子零部件及组装
603712.SH,17,603712,国防军工-军工电子-军工电子Ⅲ
920167.BJ,151,920167,电力设备-光伏设备-光伏辅材
603700.SH,17,603700,机械设备-通用设备-仪器仪表
603991.SH,17,603991,电子-半导体-半导体材料
002209.SZ,33,002209,机械设备-专用设备-印刷包装机械
603786.SH,17,603786,汽车-汽车零部件-汽车电子电气系统
603303.SH,17,603303,电子-光学光电子-LED
301386.SZ,33,301386,电力设备-电网设备-输变电设备
688669.SH,17,688669,基础化工-塑料制品-改性塑料
603334.SH,17,603334,基础化工-化学制品-其他化学制品
688277.SH,17,688277,医药生物-医疗器械-医疗设备
600530.SH,17,600530,食品饮料-食品加工制造-其他食品
603819.SH,17,603819,电力设备-电机-电机Ⅲ
920273.BJ,151,920273,食品饮料-食品加工制造-其他食品
002769.SZ,33,002769,交通运输-物流-物流Ⅲ
000791.SZ,33,000791,公用事业-电力-火电
600995.SH,17,600995,公用事业-电力-电能综合服务
000526.SZ,33,000526,社会服务-教育-教育Ⅲ
003010.SZ,33,003010,商贸零售-互联网电商-互联网电商Ⅲ
601212.SH,17,601212,有色金属-工业金属-铜
300313.SZ,33,300313,农林牧渔-养殖业-其他养殖
300260.SZ,33,300260,轻工制造-包装印刷-包装
002755.SZ,33,002755,医药生物-化学制药-化学制剂
920608.BJ,151,920608,机械设备-专用设备-农用机械
300476.SZ,33,300476,电子-元件-印制电路板
600160.SH,17,600160,基础化工-化学制品-氟化工
000633.SZ,33,000633,有色金属-金属新材料-其他金属新材料
001278.SZ,33,001278,汽车-汽车零部件-车身附件及饰件
301269.SZ,33,301269,计算机-软件开发-垂直应用软件
301287.SZ,33,301287,轻工制造-家居用品-文娱用品
300829.SZ,33,300829,基础化工-化学制品-食品及饲料添加剂
600163.SH,17,600163,公用事业-电力-新能源发电
300855.SZ,33,300855,有色金属-金属新材料-其他金属新材料
600872.SH,17,600872,食品饮料-食品加工制造-调味发酵品
603197.SH,17,603197,汽车-汽车零部件-其他汽车零部件
600558.SH,17,600558,机械设备-通用设备-金属制品
688611.SH,17,688611,电力设备-电网设备-电气自控设备
600819.SH,17,600819,建筑材料-建筑材料-玻璃玻纤
001260.SZ,33,001260,汽车-汽车零部件-车身附件及饰件
002253.SZ,33,002253,计算机-软件开发-垂直应用软件
002602.SZ,33,002602,传媒-游戏-游戏Ⅲ
002358.SZ,33,002358,电力设备-电网设备-输变电设备
002701.SZ,33,002701,轻工制造-包装印刷-包装
688616.SH,17,688616,电力设备-电网设备-电气自控设备
003042.SZ,33,003042,基础化工-农化制品-农药
600326.SH,17,600326,建筑材料-建筑材料-水泥
002278.SZ,33,002278,机械设备-专用设备-能源及重型设备
301003.SZ,33,301003,基础化工-塑料制品-改性塑料
600452.SH,17,600452,公用事业-电力-电能综合服务
002310.SZ,33,002310,公用事业-电力-新能源发电
603280.SH,17,603280,机械设备-工程机械-工程机械Ⅲ
301388.SZ,33,301388,电力设备-电网设备-输变电设备
688150.SH,17,688150,电子-电子化学品-电子化学品Ⅲ
600115.SH,17,600115,交通运输-机场航运-航空运输
920068.BJ,151,920068,有色金属-小金属-其他小金属
688737.SH,17,688737,汽车-汽车零部件-其他汽车零部件
601777.SH,17,601777,汽车-汽车整车-乘用车
688589.SH,17,688589,电子-半导体-数字芯片设计
603336.SH,17,603336,农林牧渔-种植业与林业-其他种植业
002008.SZ,33,002008,机械设备-自动化设备-激光设备
301016.SZ,33,301016,机械设备-轨交设备-轨交设备Ⅲ
603057.SH,17,603057,食品饮料-食品加工制造-休闲食品
300884.SZ,33,300884,计算机-计算机设备-安防设备
001239.SZ,33,001239,机械设备-工程机械-工程机械Ⅲ
688367.SH,17,688367,机械设备-轨交设备-轨交设备Ⅲ
300220.SZ,33,300220,机械设备-自动化设备-激光设备
002120.SZ,33,002120,交通运输-物流-物流Ⅲ
002034.SZ,33,002034,环保-环境治理-固废治理
600186.SH,17,600186,食品饮料-食品加工制造-调味发酵品
603680.SH,17,603680,机械设备-轨交设备-轨交设备Ⅲ
600234.SH,17,600234,建筑装饰-建筑装饰-装饰园林
600698.SH,17,600698,汽车-汽车零部件-底盘与发动机系统
300053.SZ,33,300053,电子-半导体-数字芯片设计
300976.SZ,33,300976,电子-消费电子-消费电子零部件及组装
688807.SH,17,688807,电子-半导体-数字芯片设计
688381.SH,17,688381,电子-半导体-模拟芯片设计
301011.SZ,33,301011,轻工制造-家居用品-文娱用品
600191.SH,17,600191,农林牧渔-农产品加工-其他农产品加工
600984.SH,17,600984,机械设备-工程机械-工程机械Ⅲ
603169.SH,17,603169,机械设备-专用设备-能源及重型设备
300411.SZ,33,300411,机械设备-专用设备-其他专用设备
603703.SH,17,603703,电子-光学光电子-面板
000799.SZ,33,000799,食品饮料-白酒-白酒Ⅲ
603262.SH,17,603262,食品饮料-食品加工制造-其他食品
920895.BJ,151,920895,机械设备-专用设备-农用机械
600761.SH,17,600761,机械设备-工程机械-工程机械Ⅲ
603172.SH,17,603172,基础化工-化学制品-纺织化学用品
002054.SZ,33,002054,基础化工-化学制品-纺织化学用品
000036.SZ,33,000036,房地产-房地产-住宅开发
300230.SZ,33,300230,基础化工-塑料制品-其他塑料制品
920086.BJ,151,920086,汽车-汽车零部件-底盘与发动机系统
300585.SZ,33,300585,汽车-汽车零部件-底盘与发动机系统
001285.SZ,33,001285,汽车-汽车零部件-底盘与发动机系统
605080.SH,17,605080,轻工制造-家居用品-文娱用品
002160.SZ,33,002160,有色金属-工业金属-铝
002218.SZ,33,002218,公用事业-电力-新能源发电
603352.SH,17,603352,汽车-汽车零部件-其他汽车零部件
301510.SZ,33,301510,机械设备-自动化设备-工控设备
603267.SH,17,603267,国防军工-军工电子-军工电子Ⅲ
603012.SH,17,603012,机械设备-专用设备-能源及重型设备
002568.SZ,33,002568,食品饮料-饮料制造-其他酒类
000035.SZ,33,000035,环保-环境治理-固废治理
301365.SZ,33,301365,建筑装饰-建筑装饰-工程咨询服务
300977.SZ,33,300977,建筑装饰-建筑装饰-工程咨询服务
002441.SZ,33,002441,电力设备-电网设备-输变电设备
920278.BJ,151,920278,医药生物-医疗器械-医疗设备
601579.SH,17,601579,食品饮料-饮料制造-其他酒类
000702.SZ,33,000702,农林牧渔-农产品加工-畜禽饲料
920363.BJ,151,920363,机械设备-通用设备-仪器仪表
603559.SH,17,603559,通信-通信服务-通信工程及服务
688270.SH,22,688270,电子-半导体-模拟芯片设计
600118.SH,17,600118,国防军工-军工装备-航天装备
300713.SZ,33,300713,电力设备-其他电源设备-其他电源设备Ⅲ
300048.SZ,33,300048,建筑装饰-建筑装饰-专业工程
601868.SH,17,601868,建筑装饰-建筑装饰-基础建设
300993.SZ,33,300993,轻工制造-家居用品-其他家居用品
688330.SH,17,688330,电力设备-电网设备-电气自控设备
603677.SH,17,603677,家用电器-白色家电-家电零部件
300782.SZ,33,300782,电子-半导体-模拟芯片设计
603377.SH,22,603377,社会服务-教育-教育Ⅲ
920639.BJ,151,920639,电力设备-电网设备-线缆部件及其他
920108.BJ,151,920108,家用电器-白色家电-家电零部件
600490.SH,17,600490,有色金属-工业金属-铜
605377.SH,17,605377,轻工制造-造纸-造纸Ⅲ
300368.SZ,33,300368,计算机-计算机设备-其他计算机设备
600996.SH,17,600996,传媒-文化传媒-电视广播
300437.SZ,33,300437,环保-环境治理-水务及水治理
002742.SZ,33,002742,医药生物-化学制药-化学制剂
920571.BJ,151,920571,交通运输-港口航运-航运
601106.SH,17,601106,机械设备-专用设备-能源及重型设备
688087.SH,17,688087,轻工制造-家居用品-其他家居用品
301636.SZ,33,301636,电力设备-光伏设备-光伏电池组件
300470.SZ,33,300470,机械设备-通用设备-其他通用设备
920553.BJ,151,920553,机械设备-专用设备-印刷包装机械
300842.SZ,33,300842,电力设备-光伏设备-光伏辅材
301272.SZ,33,301272,机械设备-通用设备-制冷空调设备
001360.SZ,33,001360,机械设备-专用设备-能源及重型设备
301105.SZ,33,301105,机械设备-专用设备-印刷包装机械
920055.BJ,151,920055,汽车-汽车零部件-底盘与发动机系统
600764.SH,17,600764,国防军工-军工装备-航海装备
000536.SZ,33,000536,电子-光学光电子-面板
002157.SZ,33,002157,农林牧渔-养殖业-生猪养殖
002902.SZ,33,002902,通信-通信设备-通信网络设备及器件
300499.SZ,33,300499,机械设备-专用设备-其他专用设备
600955.SH,17,600955,基础化工-化学原料-其他化学原料
603122.SH,17,603122,医药生物-医药商业-医药流通
300956.SZ,33,300956,电子-消费电子-消费电子零部件及组装
300862.SZ,33,300862,环保-环保设备-环保设备Ⅲ
002122.SZ,33,002122,机械设备-通用设备-机床工具
300626.SZ,33,300626,电力设备-电机-电机Ⅲ
920786.BJ,151,920786,食品饮料-饮料制造-乳品
688113.SH,17,688113,机械设备-专用设备-其他专用设备
603515.SH,17,603515,电子-光学光电子-LED
301268.SZ,33,301268,机械设备-通用设备-金属制品
688109.SH,17,688109,计算机-软件开发-垂直应用软件
920166.BJ,151,920166,医药生物-医疗器械-医疗耗材
002523.SZ,33,002523,机械设备-专用设备-能源及重型设备
002519.SZ,33,002519,国防军工-军工电子-军工电子Ⅲ
